normalized_position	All_Reads.normalized_coverage
0	0.439695
1	0.500973
2	0.574788
3	0.637198
4	0.694743
5	0.739956
6	0.778467
7	0.815944
8	0.844761
9	0.86923
10	0.89156
11	0.917282
12	0.932809
13	0.94148
14	0.944036
15	0.946926
16	0.948202
17	0.955221
18	0.96349
19	0.970464
20	0.977377
21	0.983738
22	0.989553
23	0.992153
24	1.000618
25	1.009249
26	1.017147
27	1.01783
28	1.02195
29	1.020626
30	1.02534
31	1.03131
32	1.037927
33	1.03783
34	1.041803
35	1.052541
36	1.062701
37	1.064942
38	1.063756
39	1.056438
40	1.054373
41	1.056396
42	1.05352
43	1.050002
44	1.0494
45	1.048099
46	1.055969
47	1.05705
48	1.056137
49	1.062136
50	1.056987
51	1.056411
52	1.062147
53	1.066903
54	1.071008
55	1.07682
56	1.074585
57	1.075834
58	1.075258
59	1.073495
60	1.074128
61	1.077192
62	1.084649
63	1.086345
64	1.088585
65	1.091972
66	1.095251
67	1.096612
68	1.097134
69	1.091525
70	1.088987
71	1.081315
72	1.07382
73	1.06712
74	1.060074
75	1.054082
76	1.052343
77	1.05533
78	1.053508
79	1.05052
80	1.051794
81	1.051294
82	1.053137
83	1.058191
84	1.057974
85	1.053433
86	1.049826
87	1.048155
88	1.043765
89	1.039027
90	1.034143
91	1.028399
92	1.022917
93	1.014363
94	1.007937
95	0.987249
96	0.962285
97	0.937379
98	0.902494
99	0.856588
100	0.816722
