normalized_position	All_Reads.normalized_coverage
0	0.364433
1	0.418761
2	0.490465
3	0.554033
4	0.609969
5	0.660324
6	0.706205
7	0.746896
8	0.783282
9	0.81737
10	0.849884
11	0.879296
12	0.903242
13	0.92266
14	0.937885
15	0.949018
16	0.955776
17	0.963153
18	0.976972
19	0.988531
20	0.996845
21	1.007384
22	1.006325
23	1.010776
24	1.024609
25	1.030495
26	1.03124
27	1.032551
28	1.031137
29	1.024855
30	1.02575
31	1.022771
32	1.031638
33	1.036214
34	1.037937
35	1.041817
36	1.047559
37	1.048678
38	1.046522
39	1.042866
40	1.037406
41	1.035534
42	1.036244
43	1.037526
44	1.04073
45	1.045197
46	1.053137
47	1.053789
48	1.053644
49	1.055846
50	1.053389
51	1.050979
52	1.052791
53	1.055425
54	1.052251
55	1.053826
56	1.053845
57	1.058316
58	1.057748
59	1.055989
60	1.05867
61	1.066363
62	1.076386
63	1.081027
64	1.086866
65	1.099851
66	1.109558
67	1.113992
68	1.116556
69	1.115299
70	1.114621
71	1.106617
72	1.096752
73	1.090829
74	1.084157
75	1.076718
76	1.072904
77	1.076433
78	1.076007
79	1.075849
80	1.079672
81	1.082201
82	1.083414
83	1.094915
84	1.099072
85	1.092695
86	1.087442
87	1.080204
88	1.068653
89	1.064418
90	1.06045
91	1.052628
92	1.041833
93	1.034997
94	1.027871
95	1.014238
96	0.99329
97	0.97735
98	0.953242
99	0.915137
100	0.887076
