normalized_position	All_Reads.normalized_coverage
0	0.452584
1	0.515236
2	0.594698
3	0.652805
4	0.701672
5	0.74435
6	0.784304
7	0.824698
8	0.857697
9	0.888149
10	0.918124
11	0.94753
12	0.969469
13	0.987078
14	0.993137
15	0.992501
16	0.998647
17	1.003194
18	1.007465
19	1.015572
20	1.017631
21	1.020925
22	1.031616
23	1.038657
24	1.052613
25	1.057588
26	1.060618
27	1.057218
28	1.053787
29	1.041252
30	1.036662
31	1.038831
32	1.047431
33	1.049766
34	1.050936
35	1.055448
36	1.061201
37	1.065876
38	1.064634
39	1.060139
40	1.052977
41	1.061369
42	1.065906
43	1.065445
44	1.071131
45	1.071395
46	1.073518
47	1.075718
48	1.073452
49	1.075717
50	1.070972
51	1.062824
52	1.072347
53	1.076806
54	1.074819
55	1.074933
56	1.071628
57	1.071143
58	1.065683
59	1.062809
60	1.063336
61	1.071863
62	1.083265
63	1.085956
64	1.098227
65	1.101311
66	1.094683
67	1.093345
68	1.094681
69	1.083954
70	1.080316
71	1.073488
72	1.059585
73	1.048137
74	1.040285
75	1.032546
76	1.024557
77	1.020422
78	1.019796
79	1.021245
80	1.016707
81	1.014792
82	1.013112
83	1.014673
84	1.017606
85	1.016913
86	1.014738
87	1.012658
88	1.012429
89	1.00762
90	1.000622
91	0.990157
92	0.976784
93	0.969134
94	0.959848
95	0.931672
96	0.900405
97	0.87412
98	0.839018
99	0.792287
100	0.753177
