normalized_position	All_Reads.normalized_coverage
0	0.358622
1	0.411398
2	0.48293
3	0.52838
4	0.57932
5	0.628174
6	0.647594
7	0.677984
8	0.70087
9	0.727012
10	0.755038
11	0.763047
12	0.786446
13	0.812457
14	0.845743
15	0.868985
16	0.884928
17	0.906597
18	0.92615
19	0.949981
20	0.972003
21	0.976155
22	1.003826
23	1.016248
24	1.01927
25	1.021479
26	1.043591
27	1.06005
28	1.063837
29	1.067979
30	1.060857
31	1.054721
32	1.049958
33	1.04077
34	1.053778
35	1.079222
36	1.109796
37	1.11287
38	1.133537
39	1.133459
40	1.130473
41	1.137487
42	1.139472
43	1.16121
44	1.186761
45	1.158257
46	1.147713
47	1.144659
48	1.144767
49	1.157623
50	1.140403
51	1.10564
52	1.110934
53	1.123987
54	1.141418
55	1.15648
56	1.163197
57	1.163753
58	1.136582
59	1.121538
60	1.130923
61	1.148796
62	1.146547
63	1.152882
64	1.151916
65	1.16881
66	1.155814
67	1.161121
68	1.161191
69	1.142155
70	1.13948
71	1.143164
72	1.148477
73	1.145182
74	1.121855
75	1.096706
76	1.071536
77	1.070622
78	1.075744
79	1.079087
80	1.079258
81	1.078017
82	1.061623
83	1.055584
84	1.039897
85	1.040637
86	1.045599
87	1.025858
88	1.017172
89	1.026491
90	1.007765
91	0.983857
92	0.962192
93	0.934481
94	0.892917
95	0.844034
96	0.801105
97	0.771406
98	0.730521
99	0.685691
100	0.646064
