normalized_position	All_Reads.normalized_coverage
0	0.211179
1	0.307656
2	0.418449
3	0.520273
4	0.611964
5	0.685335
6	0.75383
7	0.813164
8	0.879764
9	0.93582
10	0.953152
11	0.973085
12	0.990785
13	1.027117
14	1.049072
15	1.060409
16	1.072144
17	1.078634
18	1.073148
19	1.067115
20	1.065346
21	1.064767
22	1.054826
23	1.054383
24	1.033427
25	1.025632
26	1.009901
27	1.013947
28	0.996414
29	0.989808
30	0.988881
31	0.992311
32	0.999883
33	0.991975
34	0.98529
35	0.985558
36	0.987723
37	0.995215
38	0.999708
39	0.985775
40	0.969264
41	0.965106
42	0.971659
43	0.970537
44	0.984211
45	0.994902
46	1.001427
47	1.017092
48	1.024236
49	1.022224
50	1.008702
51	1.008434
52	1.01056
53	1.008557
54	0.999088
55	0.986842
56	0.987967
57	0.984949
58	0.989311
59	0.986032
60	0.989361
61	1.001999
62	1.002188
63	1.002765
64	1.018453
65	1.027282
66	1.038952
67	1.049021
68	1.072688
69	1.088591
70	1.098659
71	1.101429
72	1.107035
73	1.094597
74	1.093449
75	1.10275
76	1.112615
77	1.103204
78	1.106967
79	1.104316
80	1.108172
81	1.126781
82	1.110347
83	1.119185
84	1.13164
85	1.157674
86	1.147615
87	1.146669
88	1.138425
89	1.130001
90	1.12849
91	1.135073
92	1.134792
93	1.121754
94	1.092016
95	1.072931
96	1.03221
97	0.982339
98	0.935679
99	0.856586
100	0.804169
