normalized_position	All_Reads.normalized_coverage
0	0.444095
1	0.511288
2	0.590272
3	0.653299
4	0.710966
5	0.761047
6	0.812297
7	0.847441
8	0.875771
9	0.893062
10	0.924167
11	0.953601
12	0.966183
13	0.974045
14	0.977825
15	0.970617
16	0.972526
17	0.971597
18	0.973186
19	0.980864
20	0.979431
21	0.982335
22	0.983701
23	0.987124
24	0.990419
25	0.989022
26	0.985745
27	0.990529
28	0.997566
29	0.992668
30	0.984166
31	0.990137
32	0.999569
33	1.009368
34	0.999647
35	0.991863
36	0.992713
37	0.990912
38	0.986347
39	0.993238
40	0.994051
41	0.996207
42	1.001752
43	1.005175
44	1.0094
45	1.008219
46	1.013497
47	1.027615
48	1.030943
49	1.022518
50	1.018168
51	1.027091
52	1.047585
53	1.066825
54	1.086284
55	1.094954
56	1.097424
57	1.112559
58	1.11948
59	1.127305
60	1.12509
61	1.126546
62	1.129212
63	1.127463
64	1.140716
65	1.137642
66	1.130622
67	1.135083
68	1.124707
69	1.109965
70	1.106125
71	1.113879
72	1.107099
73	1.082346
74	1.070454
75	1.050053
76	1.03637
77	1.031501
78	1.033266
79	1.034047
80	1.042298
81	1.048309
82	1.058861
83	1.080556
84	1.078124
85	1.066868
86	1.0674
87	1.063402
88	1.055119
89	1.045151
90	1.039371
91	1.036742
92	1.024904
93	1.005703
94	0.994454
95	0.976995
96	0.953842
97	0.940486
98	0.919789
99	0.882841
100	0.837255
