normalized_position	All_Reads.normalized_coverage
0	0.454593
1	0.51059
2	0.586077
3	0.653342
4	0.710798
5	0.750091
6	0.788198
7	0.830044
8	0.860606
9	0.88401
10	0.91197
11	0.941876
12	0.958766
13	0.974514
14	0.977057
15	0.977715
16	0.981682
17	0.989713
18	1.000475
19	1.010485
20	1.018956
21	1.027708
22	1.03444
23	1.041397
24	1.045937
25	1.044048
26	1.047781
27	1.051368
28	1.05604
29	1.06251
30	1.070203
31	1.073123
32	1.081964
33	1.090624
34	1.087621
35	1.093782
36	1.100345
37	1.102245
38	1.103399
39	1.094506
40	1.08982
41	1.083048
42	1.075476
43	1.066536
44	1.064647
45	1.060884
46	1.062995
47	1.064692
48	1.068028
49	1.070284
50	1.064716
51	1.058579
52	1.059978
53	1.057143
54	1.060625
55	1.064184
56	1.064373
57	1.072062
58	1.074282
59	1.075097
60	1.083875
61	1.088049
62	1.092389
63	1.094231
64	1.094657
65	1.093756
66	1.094173
67	1.101287
68	1.11172
69	1.103768
70	1.098881
71	1.081039
72	1.062821
73	1.042584
74	1.029574
75	1.022799
76	1.017595
77	1.008701
78	1.010339
79	1.011758
80	1.01412
81	1.01711
82	1.01285
83	1.017347
84	1.020802
85	1.018147
86	1.017125
87	1.02046
88	1.012166
89	0.997021
90	0.980095
91	0.965573
92	0.955696
93	0.944076
94	0.930695
95	0.910925
96	0.875937
97	0.838758
98	0.79979
99	0.754943
100	0.725435
