normalized_position	All_Reads.normalized_coverage
0	0.976534
1	1.162089
2	1.22708
3	1.189758
4	1.075272
5	1.044082
6	0.993913
7	0.976391
8	0.94522
9	0.833105
10	0.73955
11	0.846934
12	0.905476
13	0.95094
14	0.964346
15	0.94936
16	0.935908
17	0.949769
18	0.907266
19	0.846753
20	0.810354
21	0.856384
22	0.786532
23	0.793449
24	0.880191
25	0.937372
26	0.985394
27	0.930079
28	0.958365
29	0.94867
30	0.966469
31	0.984032
32	0.911323
33	0.882904
34	0.895217
35	0.927035
36	0.965316
37	0.923891
38	0.888243
39	0.920781
40	1.000145
41	1.030681
42	1.040211
43	1.005198
44	1.011474
45	0.940676
46	0.866917
47	0.796488
48	0.804353
49	0.810185
50	0.801007
51	0.845371
52	0.902742
53	0.948602
54	0.947668
55	0.898364
56	0.854093
57	0.78422
58	0.724368
59	0.733786
60	0.764956
61	0.762805
62	0.760952
63	0.777221
64	0.824958
65	0.902129
66	0.94955
67	0.989728
68	1.104518
69	1.175831
70	1.219534
71	1.217592
72	1.21254
73	1.250109
74	1.205595
75	1.124954
76	1.162325
77	1.13946
78	1.118488
79	1.117159
80	1.204473
81	1.225421
82	1.220618
83	1.237194
84	1.19886
85	1.230405
86	1.190224
87	1.158063
88	1.183786
89	1.15073
90	1.138147
91	1.05281
92	1.016785
93	1.043128
94	1.085262
95	1.187802
96	1.227207
97	1.256689
98	1.339227
99	1.358844
100	1.313852
