normalized_position	All_Reads.normalized_coverage
0	0.209286
1	0.288148
2	0.395316
3	0.482604
4	0.558943
5	0.624821
6	0.681875
7	0.738676
8	0.785626
9	0.828098
10	0.863562
11	0.890926
12	0.910835
13	0.92873
14	0.947781
15	0.965769
16	0.983157
17	1.001141
18	1.012526
19	1.021131
20	1.03352
21	1.048255
22	1.055463
23	1.060792
24	1.065631
25	1.069542
26	1.074685
27	1.072178
28	1.070153
29	1.075557
30	1.081356
31	1.084873
32	1.083549
33	1.081595
34	1.080989
35	1.076855
36	1.077961
37	1.083538
38	1.08515
39	1.089812
40	1.088494
41	1.085563
42	1.085855
43	1.087357
44	1.090205
45	1.093963
46	1.100719
47	1.11038
48	1.121108
49	1.131329
50	1.138808
51	1.139726
52	1.139932
53	1.147046
54	1.141931
55	1.136905
56	1.136701
57	1.145136
58	1.143605
59	1.134736
60	1.131368
61	1.13325
62	1.141733
63	1.142554
64	1.138215
65	1.14244
66	1.144533
67	1.148176
68	1.147975
69	1.13226
70	1.1245
71	1.114454
72	1.106551
73	1.103286
74	1.103796
75	1.098064
76	1.091729
77	1.08239
78	1.066404
79	1.056437
80	1.048166
81	1.04094
82	1.029301
83	1.02224
84	1.015446
85	1.007674
86	0.998093
87	0.982534
88	0.968997
89	0.956533
90	0.948319
91	0.939463
92	0.923937
93	0.90441
94	0.880482
95	0.854513
96	0.819863
97	0.775986
98	0.728223
99	0.662169
100	0.61402
