normalized_position	All_Reads.normalized_coverage
0	0.182276
1	0.264239
2	0.378983
3	0.474253
4	0.559814
5	0.628153
6	0.684379
7	0.735072
8	0.782451
9	0.827533
10	0.86535
11	0.899024
12	0.922713
13	0.948157
14	0.976108
15	1.000984
16	1.019741
17	1.036177
18	1.048922
19	1.060913
20	1.065857
21	1.073109
22	1.076222
23	1.07367
24	1.072835
25	1.074105
26	1.077231
27	1.072837
28	1.065707
29	1.064286
30	1.065167
31	1.0628
32	1.057886
33	1.054045
34	1.053904
35	1.053197
36	1.05936
37	1.066539
38	1.067168
39	1.067825
40	1.063384
41	1.058702
42	1.055446
43	1.058578
44	1.066958
45	1.072577
46	1.084252
47	1.095837
48	1.105736
49	1.11665
50	1.127476
51	1.131231
52	1.135121
53	1.147442
54	1.142785
55	1.135891
56	1.133548
57	1.136507
58	1.134131
59	1.127803
60	1.125567
61	1.127973
62	1.134117
63	1.142459
64	1.142487
65	1.142532
66	1.141314
67	1.140793
68	1.133946
69	1.119285
70	1.108159
71	1.096105
72	1.089626
73	1.083384
74	1.085003
75	1.082026
76	1.080042
77	1.074545
78	1.061741
79	1.055348
80	1.048881
81	1.04564
82	1.045218
83	1.046966
84	1.040603
85	1.031059
86	1.022338
87	1.013105
88	1.001866
89	0.989454
90	0.981273
91	0.970719
92	0.95331
93	0.932042
94	0.909683
95	0.88356
96	0.84067
97	0.782453
98	0.721158
99	0.649841
100	0.596515
