normalized_position	All_Reads.normalized_coverage
0	0.181209
1	0.265046
2	0.378978
3	0.474937
4	0.559665
5	0.63399
6	0.698401
7	0.751023
8	0.800176
9	0.845809
10	0.881028
11	0.91132
12	0.93257
13	0.95611
14	0.977732
15	0.993277
16	1.009393
17	1.023553
18	1.032896
19	1.043352
20	1.051545
21	1.061402
22	1.07075
23	1.078043
24	1.082331
25	1.090166
26	1.093072
27	1.087511
28	1.081741
29	1.084223
30	1.085689
31	1.080385
32	1.080013
33	1.0818
34	1.079869
35	1.074149
36	1.072905
37	1.079839
38	1.083546
39	1.086165
40	1.087083
41	1.084242
42	1.082353
43	1.081667
44	1.082076
45	1.085839
46	1.08969
47	1.093538
48	1.1023
49	1.109525
50	1.114484
51	1.11747
52	1.120847
53	1.131242
54	1.127594
55	1.119819
56	1.121751
57	1.132404
58	1.136006
59	1.133629
60	1.131099
61	1.132191
62	1.1383
63	1.143176
64	1.135998
65	1.133553
66	1.131867
67	1.132454
68	1.129075
69	1.113146
70	1.10087
71	1.087572
72	1.079281
73	1.077341
74	1.077249
75	1.074227
76	1.07582
77	1.072242
78	1.062429
79	1.056452
80	1.051059
81	1.04536
82	1.036261
83	1.030524
84	1.024061
85	1.016081
86	1.009046
87	0.996379
88	0.986527
89	0.976252
90	0.966367
91	0.952286
92	0.935863
93	0.915357
94	0.889853
95	0.859089
96	0.819449
97	0.769033
98	0.715792
99	0.65212
100	0.603867
