normalized_position	All_Reads.normalized_coverage
0	0.187997
1	0.272476
2	0.391199
3	0.493557
4	0.578386
5	0.64363
6	0.70027
7	0.75912
8	0.810494
9	0.85726
10	0.892463
11	0.9245
12	0.947548
13	0.96319
14	0.977959
15	0.989413
16	1.00087
17	1.019728
18	1.0345
19	1.042555
20	1.049019
21	1.055414
22	1.059316
23	1.055705
24	1.055311
25	1.054815
26	1.059898
27	1.054143
28	1.050719
29	1.056989
30	1.05996
31	1.061261
32	1.050305
33	1.041889
34	1.039789
35	1.040706
36	1.044015
37	1.047927
38	1.046091
39	1.042578
40	1.040376
41	1.040134
42	1.042174
43	1.044918
44	1.045708
45	1.048484
46	1.05585
47	1.067533
48	1.086922
49	1.099016
50	1.107987
51	1.113405
52	1.112239
53	1.119105
54	1.114787
55	1.108373
56	1.10532
57	1.110298
58	1.11314
59	1.110443
60	1.113192
61	1.115573
62	1.126297
63	1.138952
64	1.136209
65	1.13126
66	1.12835
67	1.12731
68	1.127449
69	1.116423
70	1.111008
71	1.093695
72	1.087056
73	1.087966
74	1.090582
75	1.084425
76	1.079186
77	1.072503
78	1.065997
79	1.063211
80	1.063245
81	1.063661
82	1.062015
83	1.063366
84	1.056555
85	1.047196
86	1.035241
87	1.028375
88	1.023623
89	1.019895
90	1.016881
91	1.008827
92	0.998763
93	0.980902
94	0.951723
95	0.92152
96	0.878502
97	0.822648
98	0.765882
99	0.69706
100	0.64411
