normalized_position	All_Reads.normalized_coverage
0	0.382263
1	0.439535
2	0.501802
3	0.555266
4	0.60399
5	0.649058
6	0.670783
7	0.685636
8	0.704382
9	0.736542
10	0.770769
11	0.803372
12	0.813465
13	0.81588
14	0.835818
15	0.835588
16	0.830174
17	0.841409
18	0.86648
19	0.892918
20	0.934779
21	0.951519
22	0.953833
23	0.962645
24	0.991794
25	1.013572
26	1.019404
27	1.036387
28	1.049711
29	1.027439
30	1.028884
31	1.059327
32	1.074514
33	1.093576
34	1.071305
35	1.067582
36	1.09111
37	1.101635
38	1.101403
39	1.096234
40	1.085841
41	1.09136
42	1.075456
43	1.061919
44	1.057656
45	1.047457
46	1.065524
47	1.078596
48	1.077767
49	1.091199
50	1.097126
51	1.115141
52	1.136529
53	1.171978
54	1.176763
55	1.177034
56	1.188713
57	1.193777
58	1.197315
59	1.199603
60	1.187246
61	1.16489
62	1.142994
63	1.130507
64	1.122831
65	1.137465
66	1.129215
67	1.125819
68	1.116284
69	1.098781
70	1.10718
71	1.111004
72	1.117923
73	1.113418
74	1.094128
75	1.093421
76	1.087756
77	1.084617
78	1.062543
79	1.064129
80	1.055249
81	1.057354
82	1.067484
83	1.086675
84	1.089931
85	1.086135
86	1.088154
87	1.085331
88	1.072997
89	1.065839
90	1.057487
91	1.022928
92	0.999282
93	0.976074
94	0.953525
95	0.934958
96	0.900872
97	0.895339
98	0.868831
99	0.81953
100	0.7626
