normalized_position	All_Reads.normalized_coverage
0	0.416337
1	0.47519
2	0.549265
3	0.61513
4	0.670288
5	0.714652
6	0.757386
7	0.799728
8	0.831405
9	0.86057
10	0.888995
11	0.918057
12	0.939864
13	0.958303
14	0.9696
15	0.974913
16	0.978191
17	0.98477
18	0.994805
19	1.001486
20	1.002694
21	1.010318
22	1.024707
23	1.035335
24	1.045084
25	1.049828
26	1.057248
27	1.056151
28	1.055079
29	1.051883
30	1.052278
31	1.0507
32	1.051902
33	1.050719
34	1.052381
35	1.062487
36	1.072775
37	1.074607
38	1.076907
39	1.074376
40	1.071196
41	1.072286
42	1.075472
43	1.072444
44	1.071369
45	1.068546
46	1.070248
47	1.067308
48	1.06118
49	1.063465
50	1.058321
51	1.053875
52	1.058049
53	1.060808
54	1.059607
55	1.05972
56	1.059322
57	1.060893
58	1.058364
59	1.055447
60	1.054563
61	1.060922
62	1.073184
63	1.078023
64	1.086494
65	1.090814
66	1.096081
67	1.100473
68	1.103593
69	1.097405
70	1.089862
71	1.083429
72	1.076268
73	1.065943
74	1.056848
75	1.054496
76	1.055595
77	1.057268
78	1.056348
79	1.054633
80	1.054205
81	1.049703
82	1.04417
83	1.047985
84	1.048654
85	1.046505
86	1.046841
87	1.044563
88	1.035732
89	1.023841
90	1.012858
91	1.000741
92	0.988853
93	0.976356
94	0.964592
95	0.938219
96	0.906598
97	0.879761
98	0.849335
99	0.805817
100	0.768985
