normalized_position	All_Reads.normalized_coverage
0	0.392141
1	0.451331
2	0.527779
3	0.597435
4	0.658075
5	0.707303
6	0.752193
7	0.795752
8	0.833734
9	0.867229
10	0.893876
11	0.921663
12	0.940424
13	0.956855
14	0.964823
15	0.967835
16	0.968302
17	0.977732
18	0.988189
19	0.999702
20	1.007563
21	1.017539
22	1.021718
23	1.028216
24	1.040095
25	1.047544
26	1.05181
27	1.048397
28	1.043993
29	1.043414
30	1.040884
31	1.035099
32	1.039523
33	1.038576
34	1.038397
35	1.048082
36	1.055661
37	1.058465
38	1.061614
39	1.058046
40	1.057538
41	1.05781
42	1.054362
43	1.045267
44	1.037713
45	1.033962
46	1.037387
47	1.03443
48	1.03052
49	1.033713
50	1.034306
51	1.034348
52	1.038193
53	1.040659
54	1.03892
55	1.036898
56	1.038384
57	1.049585
58	1.055594
59	1.060071
60	1.068047
61	1.075625
62	1.086412
63	1.088468
64	1.095791
65	1.095943
66	1.094535
67	1.094035
68	1.089869
69	1.088698
70	1.087795
71	1.085522
72	1.075212
73	1.065464
74	1.057328
75	1.052708
76	1.052766
77	1.053449
78	1.053188
79	1.053178
80	1.055467
81	1.056254
82	1.057539
83	1.060151
84	1.061422
85	1.05881
86	1.060424
87	1.055776
88	1.044879
89	1.03785
90	1.029829
91	1.025844
92	1.019768
93	1.016567
94	1.013181
95	0.999262
96	0.981696
97	0.96375
98	0.939447
99	0.892061
100	0.854385
