normalized_position	All_Reads.normalized_coverage
0	0.417043
1	0.490884
2	0.550813
3	0.612004
4	0.683184
5	0.741319
6	0.787218
7	0.829311
8	0.866892
9	0.91022
10	0.943213
11	0.96397
12	0.978083
13	0.996825
14	1.020841
15	1.021104
16	1.002867
17	1.003191
18	1.007612
19	1.00884
20	0.99859
21	1.012652
22	1.021146
23	1.027607
24	1.028503
25	1.043718
26	1.076463
27	1.08861
28	1.083109
29	1.075964
30	1.07329
31	1.071417
32	1.0758
33	1.086583
34	1.08213
35	1.100546
36	1.09782
37	1.104946
38	1.109807
39	1.080234
40	1.079059
41	1.068255
42	1.045624
43	1.032804
44	1.026374
45	1.004461
46	1.00487
47	0.999886
48	1.010714
49	1.027842
50	1.010038
51	0.999407
52	1.008483
53	1.026619
54	1.044086
55	1.054434
56	1.029199
57	1.046575
58	1.063454
59	1.064202
60	1.070434
61	1.083776
62	1.110196
63	1.105755
64	1.123268
65	1.137477
66	1.131236
67	1.114606
68	1.133944
69	1.134265
70	1.140555
71	1.135356
72	1.126306
73	1.1058
74	1.088594
75	1.084504
76	1.079396
77	1.055905
78	1.048055
79	1.058881
80	1.055283
81	1.036505
82	1.025207
83	1.025209
84	1.01537
85	1.010537
86	1.00338
87	0.998879
88	1.005781
89	0.99243
90	0.962957
91	0.946393
92	0.94863
93	0.946351
94	0.921099
95	0.885197
96	0.857533
97	0.822505
98	0.790646
99	0.744214
100	0.701345
