normalized_position	All_Reads.normalized_coverage
0	0.166265
1	0.243989
2	0.356953
3	0.454035
4	0.539315
5	0.612658
6	0.676631
7	0.729405
8	0.775594
9	0.820764
10	0.857087
11	0.890915
12	0.911161
13	0.931147
14	0.945746
15	0.963057
16	0.981243
17	1.00256
18	1.01483
19	1.026136
20	1.036457
21	1.0477
22	1.05214
23	1.050552
24	1.05177
25	1.060231
26	1.074252
27	1.073389
28	1.074583
29	1.079058
30	1.077058
31	1.073902
32	1.0754
33	1.07043
34	1.069675
35	1.066481
36	1.065715
37	1.068624
38	1.077373
39	1.08267
40	1.083071
41	1.081488
42	1.0761
43	1.07196
44	1.076326
45	1.082483
46	1.095286
47	1.100681
48	1.109583
49	1.118081
50	1.123887
51	1.123582
52	1.122317
53	1.129605
54	1.124775
55	1.116571
56	1.118295
57	1.125437
58	1.123373
59	1.120888
60	1.126989
61	1.136553
62	1.145829
63	1.154984
64	1.151283
65	1.158592
66	1.158587
67	1.157891
68	1.14868
69	1.130155
70	1.116195
71	1.101303
72	1.101325
73	1.098262
74	1.091103
75	1.084435
76	1.0777
77	1.070021
78	1.059142
79	1.04887
80	1.037602
81	1.039616
82	1.040318
83	1.040038
84	1.038113
85	1.035658
86	1.029802
87	1.019429
88	1.010398
89	1.004015
90	0.994344
91	0.988745
92	0.972085
93	0.946487
94	0.920631
95	0.890985
96	0.858313
97	0.805934
98	0.75534
99	0.693001
100	0.644251
