normalized_position	All_Reads.normalized_coverage
0	0.188801
1	0.270855
2	0.380529
3	0.471169
4	0.550606
5	0.617804
6	0.676478
7	0.727159
8	0.772787
9	0.821044
10	0.858265
11	0.889257
12	0.913586
13	0.936557
14	0.954585
15	0.974862
16	0.994598
17	1.014087
18	1.029894
19	1.045948
20	1.053657
21	1.060371
22	1.067123
23	1.070401
24	1.074158
25	1.07739
26	1.082612
27	1.079798
28	1.079744
29	1.089459
30	1.091075
31	1.089299
32	1.090647
33	1.091286
34	1.093933
35	1.093474
36	1.09789
37	1.106946
38	1.109036
39	1.109378
40	1.111089
41	1.106955
42	1.106448
43	1.105363
44	1.104308
45	1.104889
46	1.110519
47	1.116704
48	1.12327
49	1.13242
50	1.142355
51	1.145416
52	1.142172
53	1.147188
54	1.139808
55	1.132783
56	1.132071
57	1.140408
58	1.144396
59	1.141047
60	1.140879
61	1.143957
62	1.150308
63	1.157433
64	1.152468
65	1.149241
66	1.146139
67	1.148775
68	1.149606
69	1.134126
70	1.124517
71	1.112937
72	1.108392
73	1.102754
74	1.097967
75	1.090376
76	1.083006
77	1.076814
78	1.065508
79	1.054616
80	1.046056
81	1.037951
82	1.029013
83	1.021167
84	1.009215
85	0.999533
86	0.989353
87	0.978946
88	0.967999
89	0.953674
90	0.937329
91	0.922563
92	0.901453
93	0.879055
94	0.850348
95	0.819312
96	0.779871
97	0.728005
98	0.671283
99	0.607881
100	0.563773
