normalized_position	All_Reads.normalized_coverage
0	0.188174
1	0.270485
2	0.384845
3	0.477388
4	0.557047
5	0.621154
6	0.681979
7	0.737381
8	0.785914
9	0.835357
10	0.877764
11	0.9128
12	0.937093
13	0.962775
14	0.977809
15	0.992774
16	1.008026
17	1.023771
18	1.042762
19	1.051694
20	1.060983
21	1.0766
22	1.080843
23	1.07694
24	1.070374
25	1.073805
26	1.072937
27	1.069867
28	1.069829
29	1.070348
30	1.072735
31	1.069712
32	1.069499
33	1.071187
34	1.073602
35	1.073397
36	1.080097
37	1.089415
38	1.094852
39	1.099198
40	1.097173
41	1.091143
42	1.087876
43	1.082945
44	1.085224
45	1.084002
46	1.084548
47	1.092238
48	1.105411
49	1.116251
50	1.128319
51	1.128361
52	1.130916
53	1.140602
54	1.133217
55	1.1189
56	1.117896
57	1.122461
58	1.121753
59	1.12253
60	1.118101
61	1.122629
62	1.129895
63	1.13019
64	1.12554
65	1.12614
66	1.12298
67	1.120779
68	1.113745
69	1.096253
70	1.084975
71	1.074051
72	1.067044
73	1.069205
74	1.074148
75	1.073695
76	1.081189
77	1.075637
78	1.067404
79	1.059278
80	1.053504
81	1.054501
82	1.05303
83	1.049407
84	1.043351
85	1.03493
86	1.027824
87	1.011932
88	0.997992
89	0.985682
90	0.974716
91	0.965377
92	0.946286
93	0.925964
94	0.899439
95	0.864959
96	0.826633
97	0.776148
98	0.714948
99	0.650827
100	0.599607
