normalized_position	All_Reads.normalized_coverage
0	0.170992
1	0.239537
2	0.346418
3	0.450692
4	0.548983
5	0.629227
6	0.690414
7	0.742837
8	0.789487
9	0.844218
10	0.8804
11	0.919824
12	0.952919
13	0.982359
14	0.998791
15	1.023566
16	1.058951
17	1.081924
18	1.084348
19	1.074292
20	1.073395
21	1.077629
22	1.090301
23	1.10081
24	1.103995
25	1.104785
26	1.110994
27	1.097701
28	1.088665
29	1.083444
30	1.08111
31	1.076467
32	1.065486
33	1.05343
34	1.040394
35	1.030902
36	1.028154
37	1.036559
38	1.044082
39	1.039621
40	1.045084
41	1.051619
42	1.04948
43	1.049665
44	1.058614
45	1.057737
46	1.049714
47	1.055613
48	1.073407
49	1.083089
50	1.078572
51	1.078364
52	1.084378
53	1.106686
54	1.107598
55	1.099243
56	1.099216
57	1.101162
58	1.102611
59	1.096023
60	1.092631
61	1.106095
62	1.118918
63	1.124617
64	1.116877
65	1.122006
66	1.126012
67	1.121765
68	1.120364
69	1.105727
70	1.101369
71	1.088155
72	1.068363
73	1.058174
74	1.058232
75	1.044178
76	1.03508
77	1.031648
78	1.027797
79	1.039679
80	1.032452
81	1.034921
82	1.055274
83	1.069955
84	1.076644
85	1.084611
86	1.076361
87	1.055604
88	1.039575
89	1.029135
90	1.015729
91	0.992263
92	0.980695
93	0.960954
94	0.938427
95	0.911485
96	0.885848
97	0.84562
98	0.79345
99	0.722189
100	0.673779
