normalized_position	All_Reads.normalized_coverage
0	0.174127
1	0.235632
2	0.321251
3	0.403738
4	0.482598
5	0.550017
6	0.612739
7	0.666023
8	0.710204
9	0.753811
10	0.792759
11	0.842073
12	0.879486
13	0.912818
14	0.928261
15	0.950498
16	0.965784
17	0.977791
18	0.987145
19	0.999351
20	1.0193
21	1.049463
22	1.062909
23	1.068813
24	1.097843
25	1.122616
26	1.134796
27	1.134263
28	1.13001
29	1.140468
30	1.141297
31	1.134246
32	1.150889
33	1.149355
34	1.136543
35	1.137184
36	1.127628
37	1.11395
38	1.110806
39	1.10687
40	1.097959
41	1.094733
42	1.108487
43	1.110949
44	1.106349
45	1.101659
46	1.108936
47	1.111984
48	1.134792
49	1.15787
50	1.163704
51	1.145972
52	1.131064
53	1.133159
54	1.132606
55	1.14234
56	1.151707
57	1.171393
58	1.169013
59	1.18514
60	1.199326
61	1.217749
62	1.21353
63	1.221591
64	1.211318
65	1.203298
66	1.183182
67	1.165154
68	1.160617
69	1.148624
70	1.153027
71	1.143374
72	1.140275
73	1.131815
74	1.116831
75	1.117314
76	1.107345
77	1.092799
78	1.088237
79	1.072586
80	1.045636
81	1.030612
82	1.011748
83	1.018158
84	1.021479
85	1.008194
86	1.000135
87	0.981977
88	0.964508
89	0.938929
90	0.916997
91	0.905508
92	0.88188
93	0.847021
94	0.79467
95	0.752348
96	0.715485
97	0.680699
98	0.629339
99	0.561535
100	0.510473
