normalized_position	All_Reads.normalized_coverage
0	0.430125
1	0.491067
2	0.56906
3	0.633913
4	0.683836
5	0.71953
6	0.746419
7	0.777032
8	0.800038
9	0.830689
10	0.861846
11	0.889926
12	0.907179
13	0.918138
14	0.926389
15	0.93123
16	0.928245
17	0.937241
18	0.947333
19	0.956939
20	0.969168
21	0.986531
22	0.996356
23	0.99574
24	1.000315
25	1.002527
26	1.010088
27	1.006275
28	1.003386
29	1.004418
30	1.00648
31	1.015555
32	1.027608
33	1.031371
34	1.037422
35	1.051671
36	1.059142
37	1.057891
38	1.063526
39	1.06187
40	1.060719
41	1.065619
42	1.064423
43	1.065811
44	1.077226
45	1.074023
46	1.070618
47	1.064709
48	1.066206
49	1.065223
50	1.054464
51	1.049054
52	1.053162
53	1.056724
54	1.065375
55	1.078009
56	1.083503
57	1.093448
58	1.094346
59	1.096959
60	1.102695
61	1.105877
62	1.107714
63	1.106367
64	1.113632
65	1.110194
66	1.114981
67	1.12622
68	1.130307
69	1.13368
70	1.131373
71	1.125595
72	1.111172
73	1.109372
74	1.11589
75	1.113657
76	1.115291
77	1.121574
78	1.120487
79	1.106323
80	1.093799
81	1.090508
82	1.090412
83	1.095481
84	1.088919
85	1.07125
86	1.057516
87	1.053563
88	1.041554
89	1.028139
90	1.012681
91	0.990873
92	0.973419
93	0.961103
94	0.943859
95	0.913959
96	0.884596
97	0.859915
98	0.833165
99	0.782997
100	0.743045
