normalized_position	All_Reads.normalized_coverage
0	0.175116
1	0.262753
2	0.377696
3	0.475549
4	0.562165
5	0.634301
6	0.693822
7	0.747364
8	0.790001
9	0.832616
10	0.869398
11	0.900566
12	0.922903
13	0.946607
14	0.965438
15	0.97982
16	1.001407
17	1.019916
18	1.035152
19	1.050082
20	1.065609
21	1.076979
22	1.090288
23	1.101802
24	1.107405
25	1.114623
26	1.126768
27	1.118581
28	1.107052
29	1.108483
30	1.106585
31	1.103052
32	1.102793
33	1.099371
34	1.104088
35	1.109502
36	1.113649
37	1.12201
38	1.127157
39	1.126158
40	1.127581
41	1.130077
42	1.135288
43	1.131753
44	1.129181
45	1.133786
46	1.138996
47	1.142847
48	1.144535
49	1.147911
50	1.149909
51	1.149011
52	1.148605
53	1.157628
54	1.157993
55	1.154586
56	1.152217
57	1.15781
58	1.1576
59	1.142831
60	1.134315
61	1.136352
62	1.141864
63	1.146359
64	1.136803
65	1.1324
66	1.128569
67	1.123054
68	1.112925
69	1.095991
70	1.08649
71	1.074511
72	1.06689
73	1.060696
74	1.063567
75	1.069192
76	1.071439
77	1.068082
78	1.055363
79	1.043731
80	1.035172
81	1.020455
82	1.002365
83	0.997817
84	0.988893
85	0.973458
86	0.958876
87	0.94828
88	0.936569
89	0.922525
90	0.917148
91	0.904601
92	0.885292
93	0.862927
94	0.834233
95	0.800452
96	0.751099
97	0.69339
98	0.637758
99	0.573006
100	0.5316
