normalized_position	All_Reads.normalized_coverage
0	0.19125
1	0.276619
2	0.385587
3	0.477754
4	0.558277
5	0.624911
6	0.680297
7	0.733615
8	0.777701
9	0.823809
10	0.862611
11	0.888833
12	0.90849
13	0.933829
14	0.95209
15	0.965832
16	0.9812
17	0.999396
18	1.01487
19	1.026174
20	1.036434
21	1.05193
22	1.061516
23	1.070272
24	1.077376
25	1.083322
26	1.088989
27	1.084417
28	1.077957
29	1.080268
30	1.080561
31	1.079797
32	1.078417
33	1.074219
34	1.072827
35	1.069096
36	1.066661
37	1.075629
38	1.076785
39	1.077078
40	1.077351
41	1.077926
42	1.076108
43	1.076919
44	1.082274
45	1.087327
46	1.093468
47	1.099671
48	1.108787
49	1.11425
50	1.118401
51	1.120251
52	1.121974
53	1.13206
54	1.128127
55	1.124587
56	1.125798
57	1.132719
58	1.132411
59	1.128479
60	1.126994
61	1.134373
62	1.149554
63	1.159272
64	1.153717
65	1.150452
66	1.152649
67	1.154783
68	1.153057
69	1.134045
70	1.122936
71	1.108226
72	1.096111
73	1.089019
74	1.086928
75	1.083844
76	1.085008
77	1.079079
78	1.067997
79	1.062449
80	1.058212
81	1.053008
82	1.04475
83	1.041382
84	1.02919
85	1.015756
86	1.004861
87	0.998315
88	0.988201
89	0.979935
90	0.97024
91	0.958326
92	0.944256
93	0.92285
94	0.897812
95	0.868298
96	0.829475
97	0.777846
98	0.72922
99	0.665643
100	0.619828
