normalized_position	All_Reads.normalized_coverage
0	0.202738
1	0.278726
2	0.385085
3	0.471041
4	0.550287
5	0.623964
6	0.680299
7	0.73279
8	0.787588
9	0.83623
10	0.87226
11	0.901066
12	0.925328
13	0.944191
14	0.964038
15	0.986044
16	0.994726
17	1.015498
18	1.031286
19	1.038298
20	1.040077
21	1.047755
22	1.059757
23	1.060137
24	1.058597
25	1.072289
26	1.076977
27	1.070164
28	1.065136
29	1.074202
30	1.083044
31	1.091107
32	1.077446
33	1.0669
34	1.054264
35	1.044458
36	1.044369
37	1.048037
38	1.045756
39	1.049528
40	1.052104
41	1.043479
42	1.038824
43	1.038227
44	1.049318
45	1.067235
46	1.083969
47	1.096969
48	1.103776
49	1.113212
50	1.120902
51	1.112989
52	1.121764
53	1.126914
54	1.118095
55	1.114279
56	1.121553
57	1.127631
58	1.121252
59	1.11163
60	1.114409
61	1.117996
62	1.118784
63	1.126848
64	1.118216
65	1.110907
66	1.1135
67	1.116289
68	1.107747
69	1.104877
70	1.105251
71	1.099658
72	1.097298
73	1.101595
74	1.095368
75	1.087567
76	1.08618
77	1.081299
78	1.078391
79	1.078587
80	1.077116
81	1.070856
82	1.062867
83	1.06422
84	1.065063
85	1.055893
86	1.039076
87	1.02906
88	1.027199
89	1.018472
90	1.004142
91	0.98882
92	0.977509
93	0.960075
94	0.926326
95	0.897246
96	0.86448
97	0.822073
98	0.76781
99	0.697483
100	0.639819
