normalized_position	All_Reads.normalized_coverage
0	0.190911
1	0.267014
2	0.373143
3	0.463222
4	0.547198
5	0.618246
6	0.679624
7	0.737208
8	0.789655
9	0.839098
10	0.87768
11	0.909284
12	0.930625
13	0.952558
14	0.974555
15	0.992231
16	1.011788
17	1.03208
18	1.049035
19	1.064515
20	1.076378
21	1.088631
22	1.095948
23	1.096678
24	1.097064
25	1.096758
26	1.096849
27	1.086534
28	1.075452
29	1.073283
30	1.070582
31	1.070807
32	1.071836
33	1.073104
34	1.074432
35	1.072911
36	1.071145
37	1.074426
38	1.077146
39	1.076791
40	1.075779
41	1.070569
42	1.065391
43	1.065959
44	1.068942
45	1.077544
46	1.086967
47	1.098311
48	1.10691
49	1.114857
50	1.120766
51	1.120973
52	1.123662
53	1.132767
54	1.126423
55	1.119664
56	1.112928
57	1.119766
58	1.116807
59	1.106484
60	1.10369
61	1.109342
62	1.119447
63	1.124397
64	1.119156
65	1.120438
66	1.122034
67	1.127252
68	1.125976
69	1.110968
70	1.10536
71	1.096399
72	1.092677
73	1.093265
74	1.097331
75	1.098226
76	1.0958
77	1.087323
78	1.072134
79	1.062834
80	1.054132
81	1.047314
82	1.040528
83	1.03783
84	1.031602
85	1.022743
86	1.0148
87	1.004353
88	0.993719
89	0.982992
90	0.973817
91	0.964383
92	0.944159
93	0.922486
94	0.89856
95	0.867231
96	0.829267
97	0.779153
98	0.723615
99	0.657685
100	0.609194
