normalized_position	All_Reads.normalized_coverage
0	0.18062
1	0.252247
2	0.361684
3	0.465297
4	0.549566
5	0.626422
6	0.703696
7	0.775868
8	0.840412
9	0.887226
10	0.917595
11	0.95267
12	0.963923
13	0.97898
14	1.000528
15	1.016037
16	1.007313
17	1.019365
18	1.029047
19	1.013364
20	1.007611
21	1.025135
22	1.046326
23	1.057591
24	1.051892
25	1.061283
26	1.048548
27	1.046145
28	1.048727
29	1.042178
30	1.033469
31	1.029798
32	1.024882
33	1.025094
34	1.01446
35	1.010523
36	1.01677
37	1.032096
38	1.043444
39	1.040479
40	1.052994
41	1.057351
42	1.060486
43	1.05478
44	1.078044
45	1.087088
46	1.090112
47	1.108921
48	1.106289
49	1.111676
50	1.093647
51	1.089951
52	1.087418
53	1.083604
54	1.059049
55	1.029653
56	1.025889
57	1.031259
58	1.055017
59	1.058431
60	1.064542
61	1.085915
62	1.114039
63	1.12465
64	1.132053
65	1.137699
66	1.140186
67	1.147421
68	1.154035
69	1.147819
70	1.144609
71	1.128583
72	1.104921
73	1.078645
74	1.066391
75	1.063323
76	1.075334
77	1.080727
78	1.074796
79	1.060341
80	1.062175
81	1.069707
82	1.061858
83	1.055111
84	1.047943
85	1.041562
86	1.03419
87	1.01952
88	1.012292
89	1.022512
90	1.033553
91	1.043064
92	1.047658
93	1.053703
94	1.036411
95	0.998241
96	0.930761
97	0.87336
98	0.813215
99	0.730683
100	0.670756
