normalized_position	All_Reads.normalized_coverage
0	0.217783
1	0.307039
2	0.425289
3	0.526389
4	0.603589
5	0.671686
6	0.738054
7	0.794219
8	0.8352
9	0.876144
10	0.907147
11	0.933632
12	0.952841
13	0.97076
14	0.983242
15	0.997896
16	1.003135
17	1.013222
18	1.019628
19	1.03132
20	1.042041
21	1.043082
22	1.04615
23	1.044529
24	1.036637
25	1.036947
26	1.044116
27	1.042132
28	1.040846
29	1.05162
30	1.042373
31	1.032584
32	1.021569
33	1.014234
34	1.014471
35	1.011398
36	1.016876
37	1.028671
38	1.030898
39	1.042739
40	1.044229
41	1.031925
42	1.037343
43	1.048245
44	1.052582
45	1.050694
46	1.043997
47	1.057669
48	1.072033
49	1.078665
50	1.091585
51	1.091015
52	1.093393
53	1.105806
54	1.10326
55	1.095089
56	1.094434
57	1.103259
58	1.09731
59	1.089986
60	1.078751
61	1.076562
62	1.083211
63	1.095082
64	1.091712
65	1.096821
66	1.107071
67	1.12129
68	1.124293
69	1.123706
70	1.120354
71	1.116697
72	1.112875
73	1.105084
74	1.10373
75	1.100482
76	1.106879
77	1.103626
78	1.097321
79	1.096948
80	1.095754
81	1.091188
82	1.084391
83	1.090029
84	1.077826
85	1.067353
86	1.054901
87	1.044612
88	1.035576
89	1.020577
90	1.013078
91	1.014164
92	1.001931
93	0.986721
94	0.958279
95	0.930425
96	0.893784
97	0.840242
98	0.7812
99	0.699567
100	0.638952
