normalized_position	All_Reads.normalized_coverage
0	0.402008
1	0.458283
2	0.5268
3	0.588736
4	0.645243
5	0.692979
6	0.735455
7	0.774167
8	0.802495
9	0.834981
10	0.867689
11	0.896615
12	0.91113
13	0.925353
14	0.93383
15	0.941645
16	0.945789
17	0.955597
18	0.968069
19	0.97732
20	0.986408
21	0.995575
22	1.004276
23	1.013418
24	1.024527
25	1.031267
26	1.037009
27	1.03793
28	1.040369
29	1.041838
30	1.047091
31	1.051122
32	1.059685
33	1.059458
34	1.062751
35	1.067473
36	1.075527
37	1.080242
38	1.083733
39	1.08188
40	1.079841
41	1.077443
42	1.076313
43	1.072932
44	1.07604
45	1.074936
46	1.078
47	1.076898
48	1.078241
49	1.084648
50	1.081488
51	1.083136
52	1.087551
53	1.091621
54	1.092603
55	1.089201
56	1.086984
57	1.090311
58	1.090969
59	1.091367
60	1.092467
61	1.095516
62	1.107103
63	1.109192
64	1.113438
65	1.115091
66	1.115466
67	1.113429
68	1.109178
69	1.104246
70	1.09948
71	1.089109
72	1.083242
73	1.069675
74	1.058288
75	1.054217
76	1.055241
77	1.055211
78	1.053981
79	1.053687
80	1.051954
81	1.053362
82	1.049161
83	1.05542
84	1.056896
85	1.05219
86	1.048761
87	1.042671
88	1.033584
89	1.023701
90	1.012295
91	0.999758
92	0.985401
93	0.972634
94	0.961572
95	0.939832
96	0.910308
97	0.881865
98	0.842045
99	0.795634
100	0.757199
