normalized_position	All_Reads.normalized_coverage
0	0.464831
1	0.527649
2	0.606566
3	0.675306
4	0.73747
5	0.791795
6	0.836273
7	0.871457
8	0.902905
9	0.928973
10	0.951664
11	0.973119
12	0.97967
13	0.985415
14	0.988334
15	0.995072
16	0.997708
17	0.997538
18	1.003154
19	0.996697
20	0.99797
21	0.997951
22	0.994486
23	0.990558
24	0.996467
25	1.002327
26	1.009988
27	1.007402
28	1.010148
29	1.013083
30	1.02056
31	1.022497
32	1.025373
33	1.026629
34	1.022561
35	1.035763
36	1.043209
37	1.04576
38	1.050554
39	1.046236
40	1.040643
41	1.043542
42	1.040548
43	1.034108
44	1.034635
45	1.030232
46	1.03255
47	1.028878
48	1.030323
49	1.039448
50	1.036094
51	1.034419
52	1.036634
53	1.038726
54	1.046464
55	1.053875
56	1.055271
57	1.057688
58	1.054185
59	1.054287
60	1.059062
61	1.058419
62	1.063922
63	1.067246
64	1.069771
65	1.06996
66	1.068651
67	1.069937
68	1.076901
69	1.080512
70	1.076257
71	1.06943
72	1.062078
73	1.055461
74	1.053217
75	1.052294
76	1.05729
77	1.058596
78	1.060261
79	1.060806
80	1.063539
81	1.060804
82	1.049356
83	1.054931
84	1.053767
85	1.051217
86	1.049191
87	1.048254
88	1.046118
89	1.044961
90	1.041681
91	1.031338
92	1.018043
93	1.003279
94	0.989358
95	0.966415
96	0.94164
97	0.917015
98	0.884949
99	0.843499
100	0.809809
