normalized_position	All_Reads.normalized_coverage
0	0.16975
1	0.246714
2	0.357043
3	0.457787
4	0.542415
5	0.62164
6	0.689706
7	0.740877
8	0.785958
9	0.836498
10	0.874822
11	0.909052
12	0.934154
13	0.960375
14	0.979009
15	0.994546
16	1.005991
17	1.029356
18	1.041165
19	1.044199
20	1.045068
21	1.055253
22	1.057007
23	1.063384
24	1.068926
25	1.077651
26	1.084953
27	1.073903
28	1.068722
29	1.071408
30	1.076576
31	1.073678
32	1.062201
33	1.059386
34	1.064415
35	1.061504
36	1.056906
37	1.058792
38	1.057958
39	1.051919
40	1.048022
41	1.049392
42	1.044347
43	1.041893
44	1.057726
45	1.071818
46	1.078001
47	1.085897
48	1.098694
49	1.110641
50	1.121667
51	1.123246
52	1.123801
53	1.132306
54	1.130784
55	1.126215
56	1.12179
57	1.125283
58	1.122768
59	1.110058
60	1.099663
61	1.106357
62	1.114299
63	1.116024
64	1.114151
65	1.120153
66	1.124851
67	1.1261
68	1.124108
69	1.116595
70	1.104852
71	1.075829
72	1.057345
73	1.050112
74	1.054546
75	1.064183
76	1.070848
77	1.075747
78	1.069915
79	1.06681
80	1.067657
81	1.066161
82	1.063408
83	1.063868
84	1.061384
85	1.060924
86	1.051101
87	1.031222
88	1.019293
89	1.012802
90	1.012336
91	0.99845
92	0.971474
93	0.961998
94	0.94336
95	0.914188
96	0.879134
97	0.834828
98	0.778889
99	0.708972
100	0.65331
