normalized_position	All_Reads.normalized_coverage
0	0.433893
1	0.485807
2	0.550969
3	0.608021
4	0.658544
5	0.702493
6	0.748717
7	0.792929
8	0.821139
9	0.843129
10	0.869022
11	0.895844
12	0.917137
13	0.934548
14	0.94457
15	0.950699
16	0.954109
17	0.965031
18	0.971139
19	0.977767
20	0.985452
21	0.99581
22	1.006543
23	1.016217
24	1.025891
25	1.035931
26	1.039815
27	1.039501
28	1.0449
29	1.044554
30	1.049657
31	1.056134
32	1.062622
33	1.059266
34	1.054217
35	1.058049
36	1.065984
37	1.06923
38	1.076025
39	1.075325
40	1.075213
41	1.07503
42	1.073376
43	1.068664
44	1.066036
45	1.060862
46	1.06616
47	1.066197
48	1.069578
49	1.076098
50	1.070291
51	1.069001
52	1.075519
53	1.086765
54	1.093706
55	1.099472
56	1.09895
57	1.097941
58	1.093541
59	1.089078
60	1.090271
61	1.096443
62	1.101952
63	1.096803
64	1.102333
65	1.113228
66	1.116461
67	1.117065
68	1.114434
69	1.109534
70	1.105739
71	1.1005
72	1.092176
73	1.078959
74	1.065117
75	1.055814
76	1.056189
77	1.053171
78	1.05213
79	1.050176
80	1.049659
81	1.046446
82	1.043036
83	1.043437
84	1.042712
85	1.040258
86	1.035053
87	1.029205
88	1.022335
89	1.00939
90	0.996644
91	0.986349
92	0.979008
93	0.971234
94	0.958757
95	0.939768
96	0.905153
97	0.876217
98	0.84414
99	0.803774
100	0.770292
