normalized_position	All_Reads.normalized_coverage
0	0.355505
1	0.413513
2	0.490312
3	0.539329
4	0.600633
5	0.633746
6	0.67283
7	0.730126
8	0.758482
9	0.788182
10	0.830856
11	0.862152
12	0.900173
13	0.931808
14	0.962198
15	0.966672
16	0.951777
17	0.922128
18	0.906549
19	0.927781
20	0.931458
21	0.94031
22	0.956126
23	0.964319
24	0.972705
25	0.975918
26	0.957928
27	0.977285
28	0.97866
29	0.97845
30	0.986931
31	0.985061
32	1.004472
33	1.023623
34	1.04822
35	1.070294
36	1.111816
37	1.119852
38	1.115222
39	1.137374
40	1.145756
41	1.150609
42	1.136892
43	1.129905
44	1.113231
45	1.106516
46	1.113558
47	1.112711
48	1.140356
49	1.13282
50	1.123349
51	1.128857
52	1.130821
53	1.130358
54	1.117351
55	1.110329
56	1.112248
57	1.114793
58	1.130475
59	1.138954
60	1.148933
61	1.172086
62	1.17864
63	1.181714
64	1.207915
65	1.19822
66	1.179697
67	1.198403
68	1.188801
69	1.173934
70	1.163003
71	1.183559
72	1.179044
73	1.177305
74	1.162541
75	1.123137
76	1.109922
77	1.108984
78	1.098703
79	1.082206
80	1.080065
81	1.053284
82	1.054301
83	1.075683
84	1.059537
85	1.055859
86	1.030752
87	1.02744
88	1.014784
89	1.004389
90	0.973731
91	0.939221
92	0.908802
93	0.881179
94	0.869008
95	0.832285
96	0.785987
97	0.753145
98	0.708487
99	0.67094
100	0.629322
