model_gene_id	TPM_gmean
g.580.peg.1601	59.8566984
g.580.peg.2185	128.5615852
UNGROUPED	397655.4431
g.580.peg.297	523.007021
g.580.peg.1907	192.5491709
g.580.peg.1578	49.19324501
g.580.peg.2293	128.7616684
g.580.peg.1988	94.59502868
g.580.peg.1655	37.65925275
g.580.peg.1769	385.0328728
g.580.peg.1323	54.00499382
g.580.peg.2199	143.2187031
g.580.peg.1843	232.9264013
g.580.peg.2342	165.9515947
g.580.peg.2047	57.68891519
g.580.peg.817	399.1213217
g.580.peg.123	918.7739177
g.580.peg.1826	135.7268466
g.580.peg.1760	211.1473697
g.580.peg.1535	800.2997422
g.580.peg.1868	25.01696649
g.580.peg.1600	45.43629005
g.580.peg.961	116.0445017
g.580.peg.1473	115.0250324
g.580.peg.294	54.72074806
g.580.peg.1363	25.99903581
g.580.peg.2076	57.97322246
g.580.peg.2043	143.6699446
g.580.peg.2006	50.68452404
g.580.peg.698	325.8135914
g.580.peg.937	93.06583477
g.580.peg.1436	152.102819
g.580.peg.1591	63.87471025
g.580.peg.2319	252.8297519
g.580.peg.2035	42.9179089
g.580.peg.2121	211.7364697
g.580.peg.2056	98.54343746
g.580.peg.349	165.2707225
g.580.peg.156	166.8104907
g.580.peg.686	53.49177015
g.580.peg.141	201.3340568
g.580.peg.744	42.63970446
g.580.peg.870	52.50787253
g.580.peg.464	48.56897583
g.580.peg.2365	364.0860743
g.580.peg.2166	316.938168
g.580.peg.252	95.48897251
g.580.peg.1756	77.78711652
g.580.peg.507	31.20015227
g.580.peg.1912	18.52782395
g.580.peg.1325	153.5159285
g.580.peg.1899	377.4038219
g.580.peg.2070	412.505653
g.580.peg.1165	500.2978787
g.580.peg.1898	206.3248525
g.580.peg.1786	46.38211049
g.580.peg.2350	51.75959901
g.580.peg.2310	76.67761699
g.580.peg.2036	147.3040162
g.580.peg.2053	399.5553213
g.580.peg.2325	2913.082031
g.580.peg.2216	186.4079447
g.580.peg.2229	126.9918169
g.580.peg.2233	259.7740662
g.580.peg.2200	18.10030298
g.580.peg.747	0
g.580.peg.664	226.9167278
g.580.peg.422	100.105785
