feature	lfc_(Intercept)	lfc_regionTw	lfc_mol_typeRNA	lfc_region:mol_type	se_(Intercept)	se_regionTw	se_mol_typeRNA	se_region:mol_type	W_(Intercept)	W_regionTw	W_mol_typeRNA	W_region:mol_type	p_(Intercept)	p_regionTw	p_mol_typeRNA	p_region:mol_type	q_(Intercept)	q_regionTw	q_mol_typeRNA	q_region:mol_type	diff_(Intercept)	diff_regionTw	diff_mol_typeRNA	diff_regionTw:mol_typeRNA	passed_ss_(Intercept)	passed_ss_regionTw	passed_ss_mol_typeRNA	passed_ss_region:mol_type
COG0458	0.13835131840902073	-0.08009391539631766	-0.9978158714404686	1.3268882746939974	0.23548790305354392	0.3215080865083358	0.35822866670812353	0.4761691522111534	0.5875092376934674	-0.24911944289227406	-2.785416032194503	2.7865901613584563	0.5589289484108747	0.8040661567562758	0.007024540007610606	0.007001931431281698	0.6502887632341805	0.9176886511706497	0.013395816733069282	0.02653762323847241	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
COG0459	-0.6333449136964696	-0.25710653664239447	1.9569242044799526	-0.2476958925174527	0.17477940152776245	0.2308888728945071	0.2522097221141723	0.3363495593567061	-3.623681670496322	-1.1135510058116407	7.759114867086989	-0.7364240137290199	5.583414881329133e-4	0.2703714815046535	5.023839898138592e-10	0.46504830126539054	0.001446236606095756	0.45365290620094595	6.066719766648741e-9	0.5775174294437581	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
COG0461	0.12286681562010648	-0.24747005953558662	-0.7919600517759654	1.0757102772580551	0.2127760520138313	0.2858618277515054	0.32415888066128434	0.42635292964916566	0.5774466367677489	-0.8656981643268157	-2.4431231072872857	2.52305121520621	0.5656987041621941	0.3905900891681733	0.018073629862308607	0.014907297731880728	0.6551180099126996	0.6011479733498531	0.03136464409207371	0.04611780623413985	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
COG0462	-0.5600578446616098	0.16327376407879748	0.4423635582415571	0.9248807784877076	0.17579502363276486	0.2361158071770639	0.26664508837320755	0.35099948062340036	-3.1858572164793952	0.6914986591997122	1.6589975871687788	2.6349918719111853	0.002231598838967881	0.4917531189643424	0.10200955928177223	0.010542172351919352	0.005196182934883989	0.7046315149808212	0.1448651567740334	0.0354306022806349	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
COG0463	-0.8564228149736679	1.0644363116070672	0.656276276028381	-0.373014797059041	0.17353800822140084	0.23288649503863987	0.2658679069014782	0.3493940692577838	-4.935073438673092	4.570622746632255	2.468429844266894	-1.067604833280183	6.3418806831134115e-6	2.37402965610273e-5	0.016341970519967112	0.28983822277809707	2.173118018812443e-5	9.804070584518585e-5	0.028613708046373486	0.4040658663092739	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
COG0465	-0.45050777030944605	0.054179441284655454	0.3712684262545922	1.3525921280733493	0.19258972369592497	0.2601539418125429	0.2841258601501953	0.3802112281262802	-2.3392098065457603	0.20825915958519325	1.306704099578727	3.557475497867492	0.02231476140642337	0.8356584174913727	0.19578076916149625	6.931929479670293e-4	0.0420593619188884	0.9336233117043218	0.2562123518697907	0.005504981533946309	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
COG0468	-0.4462735773256482	0.09064817836961467	0.7777162417311331	0.6700684029356857	0.1706709585241707	0.22543837110512172	0.24694757963523228	0.3288748397051296	-2.6148184857264174	0.4020973799857057	3.1493171258446924	2.037457178349282	0.011006534002817576	0.6892589592093581	0.002899926592292148	0.04748720219532303	0.02217772271453806	0.8553454554043842	0.006154874500731578	0.10883519770158459	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
COG0469	-0.6095559598713447	0.04875419161290517	1.232432078587827	0.49292661184338815	0.17347988160444636	0.2328033357890021	0.25503573840699423	0.340366853754786	-3.5136982699884522	0.20942222089589307	4.832389712460896	1.4482215480315612	7.90729746364233e-4	0.8347447893020645	8.028750492707424e-6	0.15215049228847927	0.0019921838645809665	0.9336233117043218	3.246730280076374e-5	0.2531149065656167	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
COG0470	0.0721100463305217	0.0026259444326245363	-1.7153066769232794	1.120757870298351	0.21501028554899174	0.29223510056318713	0.36856097471194366	0.46647823006443384	0.3353795198513463	0.008985725628317376	-4.654064848466152	2.402594157809985	0.7385700706707823	0.9928619010237768	1.9856826494790742e-5	0.01955844812617535	0.8021071291049396	0.9973725649943076	7.304475460583737e-5	0.056794100611829254	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
COG0471	-0.189902547112217	0.5463920671452549	-1.0935090520474529	0.7145374605158263	0.19740580806787755	0.2527889436324044	0.2959403223879511	0.3835991295689578	-0.9619906778371963	2.16145555772327	-3.695032306594439	1.8627191915652594	0.3401310917985896	0.03606171581194215	6.142052783661679e-4	0.06955221750372859	0.4366345613924709	0.08158147853580193	0.0015746316872901319	0.1431092042879304	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
