feature	lfc_(Intercept)	lfc_regionCh	lfc_mol_typeRNA	lfc_region:mol_type	se_(Intercept)	se_regionCh	se_mol_typeRNA	se_region:mol_type	W_(Intercept)	W_regionCh	W_mol_typeRNA	W_region:mol_type	p_(Intercept)	p_regionCh	p_mol_typeRNA	p_region:mol_type	q_(Intercept)	q_regionCh	q_mol_typeRNA	q_region:mol_type	diff_(Intercept)	diff_regionCh	diff_mol_typeRNA	diff_regionCh:mol_typeRNA	passed_ss_(Intercept)	passed_ss_regionCh	passed_ss_mol_typeRNA	passed_ss_region:mol_type
2Z9JM	-1.3637237703637655	0.29210904438776253	2.709174508520728	-0.45338805887157374	0.21057355322498686	0.264319247544526	0.31098625095062743	0.3980255749389846	-6.476234785793341	1.1051372425632953	8.711557183763858	-1.1390927805105888	9.068775520603146e-9	0.27378717391165264	1.0398371511024689e-11	0.26002783636443993	3.6617700268746485e-7	0.5764441425231435	1.6720213305780406e-10	0.4634789691464603	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
2ZAIR	-0.5383036453338993	0.7106827095980904	-1.0880719864424317	0.20830908031604706	0.22755577685969378	0.27953332165635997	0.4175124135959757	0.4929699032806087	-2.365589890806447	2.5423899569002275	-2.6060829594766317	0.42255942792814516	0.021065291724829644	0.014595948100204672	0.01215521682125615	0.6746148433793011	0.06762479693288952	0.058804518177542994	0.024404451894168424	0.8203190425086732	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
2ZAQK	-0.1891084036665129	0.6253304852741735	-1.4723424181919553	-0.24759348322471916	0.2077153018644998	0.262440678185894	0.4108599949345023	0.4795576826575054	-0.9104211484133949	2.382749845019203	-3.5835623724492094	-0.5162955201815578	0.36602709095166663	0.021014822672660798	7.125415424269888e-4	0.6077895036516823	0.5473837236701056	0.07938447566782676	0.0019498312990810823	0.7749849320246364	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
2ZARS	-1.158898300411693	-0.7519283934773877	3.9834276918615035	-1.308203201975665	0.3959577639199182	0.446420600013385	0.6895206267716035	0.7992840824828134	-2.926823025109512	-1.6843496770866817	5.777097213918405	-1.6367186969518999	0.005140337331821813	0.1006350714367175	1.3012394928862421e-6	0.11082786144218212	0.025520709225123908	0.2775168588076152	7.121542646308139e-6	0.2709443851182619	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
2ZAV8	-0.8160561653054818	0.4872959813423183	0.9320970957511646	0.03052864877091467	0.2093894780405299	0.2631974227864004	0.3098133701082225	0.3979170540722752	-3.8973121903839125	1.851446629619115	3.0085760838067412	0.07672113687635423	2.1280721204184705e-4	0.06898930810470871	0.003917666911449442	0.9391194264365803	0.0020034751517100315	0.20482609938930676	0.00906802646892183	0.9722962950628298	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
2ZAVY	-1.1681770247789818	-0.531946184985989	2.9811129466151423	-0.18717425067380525	0.27480492932694583	0.30785813745721635	0.4073066699613378	0.4955194577276609	-4.250931843326425	-1.7278938584493795	7.319086984011616	-0.3777334023009785	7.38913362725444e-5	0.09021042115204765	2.1514373001210874e-9	0.707308301803925	8.087985422121275e-4	0.2541276515244505	2.2596309678150382e-8	0.8408284731214937	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
2ZBEI	-1.1731805740546353	0.6038734736725349	1.5753070483002842	-1.604132602252961	0.21170576968432514	0.24415215999234746	0.4617286598401289	0.5172615918386664	-5.541561648527421	2.4733488890348636	3.4117592978649536	-3.10120184363754	9.410850006665275e-7	0.01822314433035218	0.0014651494228525223	0.0035581546592395835	1.988315635129163e-5	0.07075096847916648	0.0037233237780741717	0.026451320192743672	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
2ZBU7	-0.5600599731255472	0.10126429978850328	0.26066830202703145	0.376599149438885	0.17319304082348583	0.21160882596966765	0.2723288714229718	0.3370668744145814	-3.2337325475816714	0.4785447833967883	0.9571820301864742	1.117283180356905	0.0018849075574156812	0.6342467196057409	0.3429065878471943	0.26921336267575896	0.011557092250768808	0.9239701686621736	0.4261704993969576	0.4753748104779923	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2ZC43	-3.062670661827719	-0.18749888100903805	6.383777872871269	-0.49085076579366893	0.3940882745218418	0.37965402862182984	0.4056067750889181	0.5246100280584755	-7.771534602352079	-0.4938677503032744	15.738834420287485	-0.9356488430277518	3.8616611130448033e-10	0.6235286612126797	1.85564951377371e-20	0.35418766441740646	2.505942229429431e-8	0.922029539229895	1.7745869297509638e-18	0.5586438615737682	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
2ZCCT	-0.5589718263579748	0.34994730203031277	-0.8792126588120495	0.3629660257212175	0.19401408759620575	0.2506353489847696	0.4150262914970733	0.47811685483334865	-2.8810888594922135	1.3962408074033408	-2.1184505098233024	0.7591575616963601	0.0054113324757660035	0.16754248984556758	0.03808723389609347	0.45058948634822815	0.02615366471342835	0.4091729893137047	0.06479822470899048	0.6441550721437692	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
2ZCFK	-0.08218543754938692	0.21327409571045833	-0.43569351575567145	-0.010243411883209047	0.1647546719638452	0.21099310459676301	0.26272484694898135	0.3305214994671805	-0.4988352473999779	1.0108107377160718	-1.658364333695012	-0.030991665896838813	0.6194161153894067	0.3154919556252057	0.10159467289071862	0.9753619358477612	0.7589204866234335	0.632725036833332	0.1524339559392533	0.98952129393377	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
2ZCGZ	-1.3206118951847086	0.295930659414687	1.8791563760168164	0.15787793546001191	0.3216289480142233	0.38022990382667865	0.48696616379211877	0.5996756336812296	-4.106010678884251	0.7782940174783884	3.8589054347911746	0.26327222016817065	1.124995510113866e-4	0.43990347975678523	3.20116981740032e-4	0.7934307179046085	0.0011548682722468332	0.7775336796868471	9.662002588399305e-4	0.896849715255243	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
2ZDVV	-0.8211428291728461	0.6201981066315134	-0.389087425501039	0.23391680663203532	0.21190379391894418	0.2683634616728429	0.42091254825256363	0.49107362696612195	-3.8750737492078287	2.3110378095643505	-0.9243901782361965	0.47633754652471433	2.540398904569419e-4	0.025062453323496815	0.35929438155575366	0.6358097337133046	0.002331265055354866	0.0912594743262399	0.44290223289471126	0.7939974475306354	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2ZGCU	-0.6721003982430133	0.6263008905978782	-0.9714053530748828	0.06823697797892296	0.1834843248788426	0.20579501811703013	0.4253025757647618	0.46578115177466206	-3.662985373201831	3.0433238682275467	-2.2840335526492903	0.14650008425402106	5.765179037153161e-4	0.004099986678366807	0.02757125028728558	0.8842487868264637	0.004614682956170614	0.018812312612607292	0.049454059004933756	0.948121881801172	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
2ZGWI	-0.5116960576049768	0.6710966983790715	-0.8970804420796411	-0.42391251598915425	0.2110278134289609	0.26112615977538567	0.41078846832934346	0.47964464830021575	-2.424780171345665	2.570009450437032	-2.183801423949468	-0.8838053702703297	0.018232715627055248	0.013381021313480615	0.033497980723957876	0.38104515658843274	0.061692447475529585	0.054883331211273756	0.058412505734579144	0.5832878566083909	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
2ZH8X	-1.2439338986272888	0.35002354498749594	2.636104121846314	-0.9946755925084403	0.21284774397802475	0.26645246995461425	0.31760317137620087	0.4056983581486414	-5.8442428159150115	1.3136434616166877	8.29999307130296	-2.4517614442600406	1.3568109206875967e-7	0.1941784057067935	3.2807298279740875e-11	0.017539446205435506	3.5218934898419475e-6	0.45466773604284	4.731020712245172e-10	0.07967293438819079	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
2ZICA	-0.8864787501867538	0.6308530916668948	0.10715830816238642	-0.31812517819854996	0.18846883480556043	0.23396477649748618	0.42943239904328073	0.4813109435213701	-4.703582696318553	2.6963592601883515	0.24953475425031071	-0.6609556306180794	1.4556097163500582e-5	0.009702317004653611	0.8038966801227041	0.5115748076589773	2.0344945035446582e-4	0.041231992451392724	0.8541989870075751	0.6994216896285642	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
2ZJ01	0.0022654953269789966	-0.42967245204398613	0.404230806554293	0.28125251134136736	0.2456531117130535	0.3131177809106929	0.3554125188177383	0.4614546606142307	0.009222335150491858	-1.372239068615962	1.1373566915958568	0.6094911057285655	0.9926656744315914	0.17478040981624593	0.2600183091300295	0.5445668307449308	0.9954048181248354	0.4211883350611656	0.3394060831101032	0.7334540312343758	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
2ZJ24	-0.3059070080127998	0.5949016552002068	-0.891039017481201	-0.9562065325905496	0.20890834117844015	0.26698195356068966	0.4494797614140289	0.5164121292609197	-1.4643120819743034	2.2282466933293126	-1.9823785050478369	-1.8516345345316658	0.14816592236953224	0.03068086773378831	0.05232948674162551	0.06960604021151512	0.28762551383059837	0.10672150662772	0.08558296796537673	0.20432015357725844	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2ZJ86	-0.8970188556519658	0.5740759872056815	1.1087291333575582	-1.437041853558273	0.20726194713944385	0.2685478009646917	0.41752440150679243	0.49025779057332447	-4.327947643222999	2.1377050385199774	2.6554834384680173	-2.93119636483032	5.486570872915822e-5	0.0364275038397534	0.010017618793813974	0.004700011451901287	6.309556503853195e-4	0.12189461229619139	0.020497762779684674	0.032720003096186355	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
2ZK5V	-0.8458085901926156	0.662135090166863	0.7600955688466964	-1.4941602735579373	0.22598489026550492	0.29382843249805823	0.5513344963532713	0.6184113471090703	-3.74276611679167	2.253475215238875	1.3786468539049297	-2.416126871770368	4.049828595256832e-4	0.027834800957656138	0.17303873616345644	0.018695123133231545	0.003438569419430684	0.09995223980249249	0.2407437853055133	0.08297970918228297	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
2ZNZ6	-0.35911907393778875	0.7456103845261768	-1.0363887471042776	-0.4177392507968716	0.2710907835854747	0.34558964914249624	0.5189220625643003	0.612692841508532	-1.324718860553069	2.157502073271705	-1.9971953822561888	-0.6818086037505212	0.18991299911467788	0.03569603959699401	0.05062792691667653	0.4982892422011256	0.34493594225360774	0.12022046559348801	0.08302431697436936	0.6864227089305877	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2ZPNR	-0.6932685253838954	0.6617873762604459	-0.7329930949170144	0.4975333533874908	0.19865630559121517	0.2360897436485256	0.33353499758998395	0.4002816631889245	-3.4897886745687705	2.8031178569352426	-2.1976497225580087	1.2429581445819704	8.919118204570044e-4	0.007395987423991124	0.03287084291717938	0.2202307233563121	0.0064565887560572785	0.0328569905853102	0.05748442885516355	0.41901489459520325	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
2ZRSZ	-2.300559176942562	0.6620557635970881	4.089762874305124	-0.6252773153301756	0.20937029402223728	0.2468398914684374	0.30196280931530645	0.37880990320314145	-10.98799229225049	2.6821262951403577	13.54392908046711	-1.650636137130932	1.355578756403965e-16	0.009709251614103681	2.45746722813246e-18	0.10520478376273956	8.210288667953348e-14	0.041231992451392724	1.4403928882311868e-16	0.26196043609740943	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
2ZSJ3	-0.6881201905875783	0.6649942277387538	0.24514877183193373	-0.9143992584221385	0.2053249275719495	0.23713082815471806	0.3352815734740818	0.40319049584896643	-3.3513718900324405	2.8043347755057497	0.7311728148128738	-2.267908762325263	0.0014067046056154553	0.007437485272676463	0.4684222455919107	0.02828257555645885	0.009431668887096982	0.032960757903544226	0.550743114958393	0.11075310298725373	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
2ZTVJ	-1.0680309798004817	0.686961180120107	0.9520054230997858	-0.3965193261174042	0.20871401290802305	0.2224256792299517	0.29270658824396567	0.358737297009058	-5.117198241361714	3.0884976163651574	3.252422259475439	-1.105319489842151	4.394516056041309e-6	0.0033885858875921156	0.0021575793061042233	0.2749151823416821	7.388527743202939e-5	0.01582791917160636	0.005283452290015329	0.48450134463126715	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
2ZVAX	-0.16970112817852023	0.37669685970228056	-0.8582047583100508	-0.9698831858692154	0.2115404937827225	0.2743283216795804	0.42738534015453433	0.5015534408618428	-0.8022158081602272	1.3731606616332825	-2.0080350860882135	-1.93375841306685	0.42544394329438984	0.1745700886538711	0.04893191448548642	0.05763825186706615	0.5992493371828731	0.4211883350611656	0.08060678932015307	0.18077704791678464	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
2ZVJF	-1.048605988913847	0.648605436481665	0.9412604552868366	0.08785776898317013	0.21510015185596512	0.25520689850011674	0.3139643252183867	0.3950190131912423	-4.874966288336292	2.541488652123439	2.997985375033028	0.2224140257791469	7.088799716690498e-6	0.014085018004424299	0.004264751176654296	0.8249365362392662	1.1200303552370987e-4	0.0576407155721598	0.009722776521933318	0.9136506294606932	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
2ZW25	-0.12454909926311832	0.3271156921093384	-0.9641894308785653	-0.843904548405702	0.22748556691004349	0.2891236470448595	0.45653070704108445	0.5344447510369471	-0.5475033029782053	1.1314041430121562	-2.111992503478622	-1.5790304737175	0.5860030941265064	0.26352724716116116	0.039299187687289495	0.1204607669376409	0.7348292767618096	0.5668590868947017	0.06648333168644209	0.2826632244753905	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
2ZWGX	-0.4727390815335859	0.27668800921448494	-0.47017262066505755	0.05025286869489814	0.169785654949634	0.20887797927223611	0.3023574008350399	0.36091046640244884	-2.784328756595022	1.3246394386737639	-1.5550226962083664	0.13923915589320013	0.007043065166980271	0.1913634220483072	0.12590017191604216	0.8898132851105247	0.03159814668741519	0.45129784567744785	0.1825703211264554	0.9488208562475489	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
2ZWWZ	-0.49292704410655935	0.6268259711458173	-3.224111143974104	1.8311619933585375	0.21460521733069554	0.2784676253003347	0.606796605015707	0.6610065979344547	-2.29690149306568	2.250983289241501	-5.313330887687889	2.770262806877633	0.02507134949989574	0.028001245783038205	1.6044253826721541e-6	0.007412450491981543	0.07699428556880988	0.1001540621806701	8.574238000927364e-6	0.04550142751327859	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
3051Q	-1.3449046231050745	-0.8880526034893472	2.304163744167755	1.1161624029056059	0.3741979126292671	0.42730795049289827	0.4774986587825528	0.6376953200134988	-3.5940997469901057	-2.0782496615496657	4.825487363760415	1.7503067183901848	7.523559678947582e-4	0.04418147852874134	2.5894018756073344e-5	0.08831361028862009	0.005672326944667119	0.14158332713707764	1.0409166389333023e-4	0.23597916160944513	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
3062Y	-0.5218254777671778	0.7078271949899788	0.21552181903006534	-1.8169218639274223	0.23753072907522157	0.3024263459100758	0.4791171982145548	0.5606776940118123	-2.196875662356618	2.3404944858886267	0.4498311056944191	-3.2405816805851804	0.03178594025132103	0.02349171776689112	0.6546239407459719	0.0020890975395562246	0.0918204347164552	0.08640577162437482	0.7239511261932019	0.01869896664716089	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
3067W	-0.8711243659340603	0.593511292257545	0.28293800543648256	-0.7601417462078768	0.21422700820032245	0.24654327842749255	0.46809876937430384	0.5213817053038191	-4.066361068346139	2.407331061885325	0.604440823065352	-1.4579371283557554	1.5152770871315618e-4	0.02099842519551626	0.5486826766667601	0.1523276289232262	0.0014801864670312287	0.07938447566782676	0.6286783647090065	0.3322680693319352	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
309I5	-1.0949828253606921	0.6682481239962745	1.5920762592018403	-1.185099657507864	0.2217800781426428	0.2439127488056061	0.3461297311211537	0.41380863771375803	-4.937246097715005	2.7397015009201335	4.599651853208113	-2.8638833255279406	7.482042420608434e-6	0.008789482476734951	3.385964138577923e-5	0.00637480599021083	1.1719716446763383e-4	0.03839060014477742	1.3287898142108176e-4	0.04050007861612964	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
30DSN	-1.3064846606573033	0.47530419214603686	2.7419165754634083	-1.0072405228077568	0.19877319785606765	0.24389634216955255	0.28800306067473125	0.36773315965932774	-6.572740564365892	1.9487959020542158	9.520442487797416	-2.739052751568219	6.4654766448069395e-9	0.05626939463679701	5.31064532936293e-13	0.008457264191698816	2.6699479690032293e-7	0.17329066111027147	1.0802538553220666e-11	0.04893900966979856	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
30HKY	-1.0359826877298386	0.6572199421081909	1.0519665875474549	-1.0906953971681315	0.23575504287100693	0.29503352901914043	0.46865680267219195	0.5459637020844073	-4.394318251324427	2.2276110254084154	2.244641668592756	-1.997743426905526	4.3858303364069995e-5	0.030718408346889135	0.029003183061704716	0.051169675031443124	5.195360343158382e-4	0.10672150662772	0.05141344743718777	0.1694069046067793	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
30TN1	-0.9749051858131681	0.6288667565170336	0.5131290129490504	0.0956886035322608	0.20683454414496957	0.2414986133768331	0.31878292464340274	0.39078824380733707	-4.713454369255943	2.6040180840945593	1.6096502456116408	0.24486049682558092	1.3981343451032272e-5	0.01214021230359948	0.11396768686541693	0.8076273349116453	1.9846953945723154e-4	0.050477724841282046	0.16794751584303533	0.903305420679907	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
30TU7	-1.0488170532840062	0.6614718814206845	0.6744429122637462	-0.26417284311403544	0.20393203054333975	0.24322690689998852	0.36064735787771734	0.426511540939658	-5.142973619639957	2.7195670489395005	1.8700897082197	-0.6193802928099666	2.933986814296526e-6	0.009271051391658068	0.0675660039081778	0.5387319105770332	5.1757806228900846e-5	0.04005702461822944	0.10638425398713956	0.7277887594932857	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
30U67	-1.082107937104011	0.5180087148041557	1.6780388503414922	-1.296230406212938	0.227336085014436	0.28260288232750397	0.41832898547005415	0.4944183860551571	-4.759947973219018	1.8329916189738067	4.011289938362671	-2.621727756840198	1.1702242489192577e-5	0.07294001017749964	1.9563683133719752e-4	0.011652813941061704	1.7286971221839765e-4	0.2137612878911562	6.428067315365062e-4	0.059980631532320444	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
30UAY	-0.7453279701128981	0.6186053343982062	0.26290732814976386	-0.20773987045110015	0.2134379580541344	0.26753767888524177	0.35369707541947304	0.4347171292174265	-3.4920122779841254	2.312217617255894	0.7433121346507162	-0.4778736711504132	8.507149834750676e-4	0.024783121525614463	0.46058454688085704	0.6348037604484162	0.006207827811141356	0.09042355785550499	0.5430773015460852	0.7939974475306354	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3161G	-0.45574713247616916	0.13566083352235575	0.7945134248917519	-0.6875806600845518	0.1711211870224711	0.209434681166836	0.26445813613851227	0.330610670595312	-2.6633004387488377	0.6477477023697337	3.0043069821668054	-2.0797291837146816	0.009662108648690463	0.5201824554587805	0.0042546623845698935	0.04321122866117895	0.03973833330631516	0.8424899075906298	0.009720050048376725	0.15070019669359339	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
318WM	-0.3063374924428752	0.08802482735995545	-0.4066728997611343	0.6671386761130401	0.19498758611776562	0.24822687710244812	0.3128113177558366	0.3906816251521295	-1.5710615149513067	0.35461440915451664	-1.3000581394518498	1.7076274725059302	0.1206205430165525	0.7241492507608436	0.19867212391093822	0.0931918534623476	0.2484328521033972	0.961543327843353	0.2718277478510352	0.2429405993415862	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
31D67	-0.05633655793635808	0.10069573214783392	-0.6282410681133662	-0.5572230686597407	0.154698309723511	0.1944197035886684	0.267524912752331	0.3251811860847166	-0.3641704814813246	0.5179296660223017	-2.348346034954056	-1.7135772071222235	0.716898345320393	0.6068194092225886	0.0225532174838182	0.09270624130213208	0.8249552206758416	0.9119858284180674	0.04173034233003836	0.24276056576727598	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
31GEE	-0.6932004062420102	0.6024051565522113	-0.3532330002975572	0.2996985007300335	0.24225534601438295	0.290295626300743	0.41456054741809123	0.4938450445727733	-2.8614452380376125	2.07514375682714	-0.8520661276079314	0.6068674861146041	0.005665536168729965	0.04297551875760298	0.39800779375061945	0.5466243535228223	0.026808018798391526	0.13869718931183767	0.48212010749658374	0.7334540312343758	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
31GJC	-0.5370629786370689	0.47283802401229297	-1.0445567066736416	0.18982152663857893	0.1772890044000571	0.224494502835091	0.46816791729751217	0.5127507620405796	-3.0293078832185936	2.106234308817931	-2.231158240622979	0.37020232965262034	0.003572570347033808	0.040784737516125796	0.029598455330878036	0.7126475702753745	0.018933186628503035	0.13304464643949834	0.05236649789309191	0.8408315812924387	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
31HT6	-0.7973966989468839	0.03992544178888112	1.6146642878667947	-0.9766363942595814	0.1872316097505148	0.24145613647255296	0.33784261687055195	0.4085582141627379	-4.258878615685733	0.16535277327035158	4.7793386838625835	-2.3904461112378104	6.654667882111202e-5	0.8691717647768341	1.0212724456486144e-5	0.019689633477281195	7.418117510304326e-4	0.9823427928793574	4.450004877082812e-5	0.08579391853290153	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
