feature	lfc_(Intercept)	lfc_regionTw	lfc_mol_typeRNA	lfc_region:mol_type	se_(Intercept)	se_regionTw	se_mol_typeRNA	se_region:mol_type	W_(Intercept)	W_regionTw	W_mol_typeRNA	W_region:mol_type	p_(Intercept)	p_regionTw	p_mol_typeRNA	p_region:mol_type	q_(Intercept)	q_regionTw	q_mol_typeRNA	q_region:mol_type	diff_(Intercept)	diff_regionTw	diff_mol_typeRNA	diff_regionTw:mol_typeRNA	passed_ss_(Intercept)	passed_ss_regionTw	passed_ss_mol_typeRNA	passed_ss_region:mol_type
3NU8W	0.5832224135971434	0.1816094497272298	-1.010351968539794	-0.2754910080504161	0.291122276080499	0.4390216813812482	0.3840194015633622	0.6039328126128941	2.0033589371768823	0.4136685212353315	-2.6309919874532395	-0.45616168271850294	0.05182190751244061	0.6818337367729261	0.013460946092460893	0.6514258500508712	0.14306048327670595	0.9770563778141853	0.03641465432917831	0.9826535973426399	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
3NUA1	-0.6349132936380946	0.7106643244449491	0.2833994199558998	-0.06804048760279544	0.2512152837408068	0.42927510806655333	0.3637156762863001	0.5878351082449372	-2.527367301000567	1.6554985627882484	0.7791784584308676	-0.11574757384930562	0.015343701961672082	0.10527774555834263	0.44024303427076994	0.9084042578863367	0.0693535328667578	0.9770563778141853	0.5852642690893765	0.9826535973426399	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
3NUA7	0.6628491237779551	-0.26452971058251773	-1.158745613373295	1.0172501491587074	0.2494710915028717	0.38421258284218796	0.34239080834227636	0.5224091922668698	2.6570177722188104	-0.6884983011896074	-3.3842778051884403	1.9472286556532314	0.010763395235372198	0.495132565584788	0.0017652152811863666	0.05922208961975677	0.055284711890775384	0.9770563778141853	0.0055408146326127615	0.9217150406803057	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
3NUAR	-0.004265286272462103	-0.11973053685585659	-0.6676815376357284	0.5254300220924153	0.22611573247934766	0.3891458226551655	0.31515526116177617	0.5250955054408125	-0.018863288395254293	-0.30767524636119153	-2.118579696795836	1.000637058683871	0.9850502322942983	0.7602110866860692	0.04702025101339207	0.32787911545731097	0.9938453236540689	0.9770563778141853	0.09321558534233866	0.9737186131559217	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
3NUBV	0.11083425786990676	-0.1450486026358133	-0.544490315615646	0.3654386479992416	0.2357944772268608	0.40092968560063363	0.34437979771765076	0.5508563482112301	0.470046029802775	-0.3617806509351276	-1.5810750782252951	0.6634009922657936	0.64083069370324	0.7197099869167798	0.1264423473803461	0.5122581599668418	0.785911767000763	0.9770563778141853	0.21648462506028954	0.9826535973426399	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
3NUCQ	-0.19822235027783422	-0.12913531091831987	0.27255837403086625	-0.5471582315013389	0.25027869605652026	0.4216046428457831	0.3653518999998526	0.6044701967308387	-0.7920064847751557	-0.3062948027485449	0.746016030109536	-0.9051864499863508	0.43280757360913547	0.760893462368569	0.45981304315049654	0.37053009173189944	0.6325435919620139	0.9770563778141853	0.6041729520465826	0.9737186131559217	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
3NUFA	-0.6504946952436426	-0.29809244314235583	2.3522649924317913	-0.7156931668937201	0.2856696478918702	0.492157922221383	0.4104342782586677	0.6420470121444699	-2.2770871881000936	-0.6056845367781514	5.731161155475726	-1.1147052370873407	0.02662159724755327	0.5471713508925435	4.1437321503878425e-7	0.2697379222738071	0.08962349954690974	0.9770563778141853	4.682417329938262e-5	0.9737186131559217	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
3NUFD	-0.2484583749171054	-0.5917235841780666	1.004378930830269	-0.7553258958158587	0.2781494047483436	0.5292367701999626	0.40741135686330343	0.6875481678868473	-0.8932551020265486	-1.1180696759873552	2.4652698406914144	-1.0985788794075675	0.3766927685060213	0.2697449615914306	0.017759804961961313	0.2780650805588824	0.5830997649476768	0.9770563778141853	0.043627346971774526	0.9737186131559217	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
3NUG8	0.43493378825165946	-0.06610243269463116	-1.5702859449317073	-0.15246067439554573	0.28573368945445354	0.5201022133219362	0.42870472927123104	0.7194657821059446	1.5221648839591548	-0.12709508054662835	-3.6628612602456867	-0.21190816601350917	0.13603577186989013	0.8995788742387041	0.0011790315457529971	0.8336966487620006	0.2846674485425479	0.9942318693737984	0.004037289838487536	0.9826535973426399	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
3NUI9	0.5139287498359155	-0.06439290253099882	-0.9938153586203377	-0.11017940876263763	0.26595662022792244	0.4631326164232847	0.38372196226187205	0.6209685207307282	1.93237810510407	-0.13903771888988764	-2.5899360900852106	-0.17743155262199667	0.0595220998520492	0.8901148631183415	0.014717073687548442	0.860223167558887	0.14946660629514577	0.9942318693737984	0.03867510062076683	0.9826535973426399	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
3NUKK	0.6311287744930263	0.3407941133391892	-0.06425465219910477	0.2058058760201583	0.2687245820814246	0.4021621835004213	0.38223056559871577	0.5561899557776169	2.3486082650294784	0.847404672346156	-0.16810443219907859	0.37002803427548103	0.02189972474510253	0.40058413821330485	0.8672364453019474	0.7130142950146882	0.08299826873251956	0.9770563778141853	0.9340560450170179	0.9826535973426399	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
3NUM5	0.36428396539291463	0.47790962223236905	-1.058768460894215	0.11772848118873555	0.27880579239342707	0.49434520233229523	0.41225745121259105	0.6675723749732045	1.306586790273238	0.9667528277357929	-2.5682215270579403	0.17635313503417666	0.1978481080830157	0.3387230835643612	0.013534650281641494	0.8607906500990532	0.36059413247388344	0.9770563778141853	0.03641465432917831	0.9826535973426399	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
