feature	lfc_(Intercept)	lfc_regionCh	lfc_mol_typeRNA	lfc_region:mol_type	se_(Intercept)	se_regionCh	se_mol_typeRNA	se_region:mol_type	W_(Intercept)	W_regionCh	W_mol_typeRNA	W_region:mol_type	p_(Intercept)	p_regionCh	p_mol_typeRNA	p_region:mol_type	q_(Intercept)	q_regionCh	q_mol_typeRNA	q_region:mol_type	diff_(Intercept)	diff_regionCh	diff_mol_typeRNA	diff_regionCh:mol_typeRNA	passed_ss_(Intercept)	passed_ss_regionCh	passed_ss_mol_typeRNA	passed_ss_region:mol_type
3NTYA	0.07395560459694521	-0.21404285147519894	-0.5140860552022303	0.22730236803016288	0.13201267227661273	0.16223586314017552	0.22583631740407076	0.2644085736883417	0.560215949889889	-1.3193312953884986	-2.2763657374133386	0.8596633795168991	0.5775851716988438	0.19376239415200588	0.027864825660917684	0.3949001974627091	0.7240152152281283	0.7845356138245153	0.05303254945707575	0.6154619667368121	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
3NTYD	-0.6461470714778459	-0.08441092974468527	1.7860587539280919	-0.6172256641590537	0.15530425833599812	0.19631216400702653	0.25309566892141194	0.30343340371782496	-4.160523854277825	-0.42998318607329894	7.056852302291574	-2.034138814634386	1.0109904492989202e-4	0.6687230938069932	1.8504160906806229e-9	0.04629229050937587	9.604409268339742e-4	0.9482762855874076	2.0930124477196878e-8	0.16816383082997766	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTYE	0.2955837970416894	0.07731569482504388	-0.9824715112993697	-0.22888127375523104	0.15439017625791251	0.19106132436482212	0.2553294207147229	0.30039606293654014	1.914524642733159	0.40466428819164574	-3.8478586155454275	-0.7619316695358391	0.06066729920336202	0.6877070464037123	3.972403818777917e-4	0.45053134254240546	0.15917517913558601	0.9516469848352516	0.0013667008865825955	0.6659709040237269	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
3NTYH	0.04960637153451203	0.16039094434152418	-0.2898362014068069	-0.004058250099538564	0.17076230656134703	0.18732702160722034	0.25795112601316383	0.3025103986518486	0.29049954017042245	0.856208265980043	-1.1236089792917434	-0.01341524164995432	0.7725732912305023	0.39637552571170964	0.2673773980923021	0.9893600702753513	0.8692092052367129	0.8901341487098287	0.35643293667645476	0.997605351159517	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTYK	-0.6560134227461907	0.3082069846677923	1.4632159045721336	-0.44378082133701113	0.18817307231451968	0.23221768572569615	0.2864628191676591	0.3515068811270784	-3.4862236911862965	1.3272330387094522	5.107873715770953	-1.2625096268786085	8.956248255643226e-4	0.19221202615626715	1.1115558121414388e-5	0.21551444067632328	0.006376848758017977	0.7845356138245153	5.77462635432004e-5	0.4272590332749631	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
3NTYM	-0.25777456597814374	-0.11557277639941782	0.9429225959028846	-0.33637359653768184	0.1723245359534684	0.21504214189758086	0.2649358318791636	0.3238521276024843	-1.4958668801971928	-0.5374424537422168	3.5590602796716024	-1.0386641552362046	0.13968020585916824	0.5940995487627807	0.001137578745477904	0.30673045311099534	0.28270404321705983	0.937032651248779	0.003351299056799888	0.5324686242719309	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
3NTYN	0.12625719554095505	0.07196961016008836	-0.31843684750925444	0.057610979160067494	0.15236480087200094	0.192053575283984	0.25844407359020455	0.30828247198601466	0.8286506779674234	0.3747371537013513	-1.2321305847166608	0.1868772453682707	0.41043104720980816	0.7093860597141892	0.22352819419702316	0.8525472221027107	0.5812721112494017	0.9527005461064068	0.30843425245790795	0.9301015177907639	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTYR	0.3041813073215979	-0.046568373944591214	-0.7195901661750663	0.1316611611268499	0.17933334835408915	0.2182437524904688	0.29621349512524975	0.35054041097816746	1.6961781515449075	-0.21337780996331138	-2.429295687121877	0.375594815899985	0.09516179562792752	0.8322061109358303	0.020287953132931528	0.7096422435235168	0.21687142372887525	0.971483498009304	0.04048015191479317	0.8474611820609229	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
3NTYS	-0.6475891983021071	0.1306991633426576	1.196257451028333	0.060525247083549304	0.14976307955462706	0.19394751047109318	0.2613827238467522	0.3106120762563733	-4.324091092597323	0.6738893581319653	4.576650795519656	0.19485799719387895	5.762119821988148e-5	0.5029273302631627	2.374132012698508e-5	0.8461516697572644	5.852098870259434e-4	0.9240039880003839	1.1503315855224002e-4	0.9272294518644152	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
3NTYW	0.08988786505052983	-0.02400831892903503	0.019042839797047642	0.47207201526933323	0.1678350542565976	0.21328385689311208	0.2625671118931297	0.3250873166989812	0.5355726516649089	-0.11256510116969087	0.07252560939466964	1.452139136226143	0.5940398456892483	0.9108336726457876	0.9425049466632309	0.15365642083340744	0.737804905663253	0.9839475637167919	0.9566481781557764	0.35065183215828877	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTYX	0.06945647628428056	0.10129798659840641	-0.06631664213586323	-0.4470568559031503	0.1406068267948167	0.17754703147525666	0.23650413964098263	0.28163444463747556	0.4939765576648444	0.5705417080573578	-0.2804037267023446	-1.587365694841088	0.6231263467970878	0.5704409451663949	0.7801323419930198	0.11768630584906742	0.7602978526199644	0.937032651248779	0.8323052304796194	0.29395501209863073	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTYZ	0.1808599761878008	0.056674722072111126	-0.054034264112157546	-0.4481587345932544	0.17562060644497782	0.22462637945096542	0.3208277289761748	0.37857393252136395	1.029833456613558	0.25230661781860253	-0.16842142755113984	-1.1838076953910808	0.3071036104775973	0.8024503411517048	0.8671858497101316	0.24580513613519078	0.47973413886154	0.9669032756300278	0.901297647117291	0.46378917071280146	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTZ0	-0.9555044009719625	0.20149106353181384	2.3239547420536786	-0.1616479825366937	0.16004550833612793	0.203266078763926	0.24364912688870938	0.29945309686481775	-5.970204418140933	0.9912675285374415	9.538120541327373	-0.5398106889830114	8.504136032378338e-8	0.3249212600560727	2.397245529829059e-14	0.5910166852082677	1.6341470489490648e-6	0.8525086900772986	5.404989587921251e-13	0.7709685660697391	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
3NTZ4	-0.4229504651739106	-0.05908873286743359	0.6141759403580707	0.45186963988811596	0.16236347854322214	0.21030108728478897	0.2769837379444312	0.3342089422597789	-2.604960604248933	-0.2809720749917752	2.217371838924664	1.3520572993432356	0.01152723735970847	0.7796826573936116	0.030333672834802324	0.1813488173929744	0.04934824905130892	0.9586356085100333	0.05699360084850081	0.3862201498985148	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
3NTZB	-0.29531754432561746	-0.17847416634357566	1.1342542830625304	-0.3656354371728618	0.18215211413389493	0.2358383485058218	0.284075707668588	0.352071000573439	-1.6212688264959572	-0.7567648241870636	3.9927887265383095	-1.038527560001618	0.10980138452837082	0.45192514005425655	1.6875166184302434e-4	0.3028724088696409	0.23865570853145895	0.9113958399901584	6.537435513781309e-4	0.5296352051691445	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
3NTZC	-0.21012368727573907	0.16712193976302922	0.1851583800269786	-0.22399119895665387	0.1431538294307584	0.1805107341710578	0.25229144180871266	0.2967333509086667	-1.4678174388438074	0.9258282646208678	0.7339067021043293	-0.7548568378671983	0.14765105947183277	0.3593009291506887	0.466506381509586	0.45419412977165163	0.29273028490269637	0.8694942114246421	0.55300546171238	0.6696096542666634	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTZE	-0.5201049675992367	0.07191039380086645	1.55901230916582	-0.3108781396537226	0.21073208168537882	0.24430427072566574	0.2904349730162045	0.3580839491153133	-2.468086318132371	0.29434767385469124	5.36785323397963	-0.8681711102153056	0.016305463543075428	0.769653689323718	2.3062545682248625e-6	0.3896917461644447	0.06369013979453689	0.9586356085100333	1.4233125820687015e-5	0.6127091982929577	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
3NTZF	0.18900941909515728	0.328930361662372	-1.5309030026087658	0.045944348034552204	0.19409328087259264	0.22850444934892913	0.37028730258920756	0.41502418759996645	0.9738071212224367	1.4394921525580067	-4.134365374950844	0.1107028202386051	0.33461827364548447	0.1573661215081912	1.715749379370264e-4	0.9124111946183999	0.5059878249331793	0.7754655508433054	6.631616458320266e-4	0.9649551958417811	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
3NTZH	-0.5107659653567892	0.2354630321212983	1.2897759554578734	-0.729495763199288	0.1648964416695588	0.20921197262264163	0.26933759621722436	0.32659764043909173	-3.0974953745838207	1.1254758949479724	4.788696318569844	-2.2336222705666917	0.002938352635632815	0.2667098611105474	2.2779424503127243e-5	0.031514575828621806	0.01664574307154134	0.8261973763916733	1.110086652299371e-4	0.1315830808054308	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTZI	-0.4782944255750519	0.38689507427233216	0.07786746265532211	0.2418673211325263	0.20029875010518788	0.21132371431569574	0.2649855401842054	0.31352589935802616	-2.3879051932369686	1.830817121141222	0.2938555160451108	0.7714428748239697	0.021374323524449068	0.07611190757502437	0.7709338539240602	0.44702705756431205	0.07798054170408496	0.7013909302962736	0.8250943968263201	0.6630901353870629	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTZK	-0.494689078289769	0.10390070660881905	1.6187199260984833	-1.0212298995808935	0.18033841837060954	0.18813956588229455	0.24590841105034644	0.28935233904439384	-2.7431153204035774	0.5522533557551752	6.582613092347915	-3.52936459042832	0.009058415323471061	0.5846274309383743	3.9962699048535504e-7	0.001516392777772653	0.041368456401877585	0.937032651248779	2.9381271343945016e-6	0.021833077250121125	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
3NTZP	0.2619395590268408	0.18235236349470246	-1.2707805268714922	0.2798372342510253	0.16903829259875824	0.20566644756844601	0.343014736031316	0.3856670547391733	1.549587108340001	0.8866412856866962	-3.7047403314925647	0.7255927899785977	0.12699942044003734	0.38082789552426943	6.388838591375743e-4	0.4725876181473564	0.2628592655619378	0.8827689805778473	0.002059776178840111	0.6814969006205178	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
3NTZQ	-1.0659765888043247	0.03560279106133279	2.8225905450032114	-0.286070127991472	0.1727503400580415	0.22108895780376694	0.25571518959770634	0.32012850200361703	-6.170619336819671	0.1610337821255322	11.038024567268526	-0.8936103039904888	3.609708492912477e-8	0.8725978224695605	1.998206595556315e-15	0.3754847672592557	7.557280977691775e-7	0.9795557377882048	5.279636489196451e-14	0.6000016032232766	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
3NTZT	0.2855733287185879	-0.19443474510876413	-0.8417518881701698	0.6538787807853971	0.13100177019430329	0.16533326470795742	0.23497979621037712	0.27584178689505795	2.1799196170786272	-1.1760170916131802	-3.5822309055734745	2.3704848643333385	0.03319799728195219	0.24423318687216974	6.833385718970508e-4	0.02099526825523566	0.10453968976495559	0.8210702167014693	0.0021734034420049096	0.10275831727815775	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
3NTZU	-0.16915216067949282	-0.22912547429705507	0.7120525446976201	-0.02362091101371729	0.14220661934115306	0.17980935274227602	0.23486856813850662	0.2801907099701724	-1.1894816251393863	-1.2742689454283544	3.031706414958466	-0.0843029771266572	0.23871389625715972	0.20724859549073152	0.0035270605206802674	0.9330828652139234	0.4061403293083271	0.7979235525498268	0.009057341443386989	0.976690266218969	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTZX	0.21878745914771494	0.06099189649862796	-0.576273376148055	-0.6545028636898365	0.16731299560628607	0.20823669881327397	0.2947842256572403	0.34252544684406866	1.3076537082783242	0.2928969621887804	-1.9548989599535613	-1.9108152977252884	0.19663483529798564	0.7707446261143953	0.055878073456781516	0.06144397498549519	0.35696135962307435	0.9586356085100333	0.09681334243382946	0.1988747675851427	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
3NU01	0.06338115706874171	0.05116295632557631	-0.40798857941512223	-0.0013540677108842124	0.15509861813484593	0.19642079924661973	0.2675871449076823	0.31824220282313304	0.40865068838741575	0.26047626586295336	-1.5246942432749468	-0.004254833893406501	0.6842755201283391	0.7954033742861033	0.13267821673500346	0.9966194980076699	0.8049460205474932	0.964038754487717	0.20076855883569653	0.9980786289556483	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
