feature	lfc_(Intercept)	lfc_regionCh	lfc_mol_typeRNA	lfc_region:mol_type	se_(Intercept)	se_regionCh	se_mol_typeRNA	se_region:mol_type	W_(Intercept)	W_regionCh	W_mol_typeRNA	W_region:mol_type	p_(Intercept)	p_regionCh	p_mol_typeRNA	p_region:mol_type	q_(Intercept)	q_regionCh	q_mol_typeRNA	q_region:mol_type	diff_(Intercept)	diff_regionCh	diff_mol_typeRNA	diff_regionCh:mol_typeRNA	passed_ss_(Intercept)	passed_ss_regionCh	passed_ss_mol_typeRNA	passed_ss_region:mol_type
3NTVK	-0.4037160312795274	-0.0071533187869006	1.2569238755820895	-0.7039960106983544	0.18054710512782965	0.199117360163049	0.2506434102582975	0.301138645001286	-2.2360703650922082	-0.035925138727447174	5.014789234980413	-2.337780362581322	0.02965656885747061	0.9715359828138561	1.3233325180342111e-5	0.02536677713220949	0.09659425158069199	0.9934731374452163	6.729807022577266e-5	0.11608990563076114	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTVM	-0.10224531211057847	-0.37166633394072235	0.38475088922195105	0.020960221761881264	0.17463555983799262	0.21334922678790716	0.2873263337332406	0.3424339731293076	-0.5854781935902988	-1.7420561561734649	1.3390728382702342	0.061209527694748925	0.5605404192434198	0.0883864444531346	0.1874518257215534	0.9514806424994988	0.710080022510648	0.732654301814954	0.26772047068846855	0.9843706127052019	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTVQ	0.25192972428050786	-0.29767270423315617	-0.29870272454661706	0.455661604806655	0.1532406473182568	0.1918126631282828	0.2504928078830496	0.30040526427061126	1.6440137045185494	-1.5518928697323544	-1.1924602828759687	1.5168229688418031	0.10510423648788364	0.12709584598146584	0.23934849184997856	0.13663386395469893	0.23232844954380555	0.7628076602384156	0.32627029400912033	0.32453056651647394	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTVR	0.07525255983819662	-0.05592648798965753	-0.31968792120637357	0.18104482959567486	0.15978233490792698	0.1986094625590572	0.28100366243155417	0.3296502957417349	0.4709692087148443	-0.28159024886856837	-1.1376646070733756	0.549202691258966	0.639401568709517	0.7795192022416209	0.2609963539448383	0.5856546725300913	0.7709943159873831	0.9586356085100333	0.34929789260171484	0.7668153706917417	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTVY	0.028818632846181698	0.29554320549178326	-0.8135510032464849	0.06631330490440693	0.18781208253979834	0.20836367256974514	0.27879726564039564	0.3300608611611289	0.15344397685423078	1.4184008270100763	-2.9180738246401488	0.20091235498544657	0.8786741747338215	0.16352544226577784	0.005868705709252101	0.8418598935725626	0.9345450310995067	0.7754655508433054	0.013972707136561376	0.9259173862825267	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
3NTVZ	-0.11096828977373224	0.2760511033336778	-0.40119283608796436	0.17785621936944587	0.19976266452837288	0.2473200511998583	0.34642830861771234	0.40803250886269815	-0.5555006489111537	1.1161695220198788	-1.1580832920056925	0.43588737540835015	0.5806713106795416	0.2706057806709927	0.2537711361681959	0.6654933559746405	0.7268062075196927	0.8283993207614854	0.3422065321055975	0.8178410355763932	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTW3	0.19049484558483912	-0.10079199953774216	-0.10598306142042535	0.5500519467375943	0.19277894112320718	0.2427698844299135	0.28727412766827687	0.3562921325026749	0.9881517372952667	-0.41517505259941057	-0.36892657992092776	1.5438228817288429	0.32650773499553054	0.6795711109956069	0.713765427317229	0.12902431906736367	0.4994293770318416	0.9482762855874076	0.77790219052798	0.31168589077558856	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
3NTW4	-0.023088544126542584	-0.1661067609832788	-0.21507342263352305	0.3952975301691157	0.12607225420803364	0.15910996146180093	0.21029474837688245	0.2516048528053627	-0.18313739427902864	-1.0439746164048798	-1.0227236975413025	1.571104554469429	0.8553076686195521	0.3006851528338477	0.3105444422596252	0.12141740181162741	0.9206398902836809	0.8411225697965864	0.4022448501424942	0.29820889827663316	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTW5	0.19089909833826826	-0.10054945264761722	-0.21652127416001107	0.42058676346775725	0.18278673961652553	0.19908269927835923	0.2544292321274427	0.30553248288962354	1.0443815494426014	-0.5050637399035266	-0.8510078513759628	1.3765697168758915	0.30116168161294016	0.6159774040316978	0.3996206007602393	0.1761254861953376	0.474666158971766	0.9456357605243766	0.49074686701929165	0.37915747569231817	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTW9	-1.2543887765251651	-0.047033646984743986	3.5677836604532467	-0.4935203382823851	0.20487896615246257	0.2567087571537964	0.2914190439025836	0.3660077831479635	-6.122584470636679	-0.1832179295565119	12.242795160792221	-1.3483875507720364	4.0664069308137766e-8	0.8552489622872622	5.82966566579505e-17	0.18335590396135718	8.437170699393982e-7	0.9786294295126244	2.075360977023038e-15	0.3885398917276378	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
3NTWE	-1.4155598949265562	-0.3294289697682268	2.9351170492639516	0.5370308531458636	0.12650778055925826	0.1541079534687416	0.19551225834266656	0.23234649847781552	-11.189508571478616	-2.1376506685947674	15.01244512310675	2.311336115087353	5.564883044919621e-17	0.037001815637177436	8.238338003933396e-20	0.025291554058691504	1.3068390721418986e-14	0.5585488643074048	5.256992288547688e-18	0.11605975010379195	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
3NTWF	0.3106970625643492	0.2863054293845204	-1.3668826205236049	0.13956067627938368	0.15704865520027494	0.19912051613793377	0.2710585508453249	0.32370492714377674	1.9783490802142525	1.437849976173185	-5.0427577962799415	0.4311354711551747	0.052645548311568216	0.15585044619869734	4.8115802102565746e-6	0.6679680733290962	0.14463626676663174	0.7754655508433054	2.758095639167413e-5	0.819988393466063	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
3NTWH	-0.5090622604289301	0.3858496112126877	0.6133751621745939	-0.37841268589798455	0.14939722724561583	0.179312448466839	0.24303562870746964	0.28559223548313434	-3.4074411541253617	2.1518283561001312	2.5238075809571288	-1.3250104130381084	0.0012070146177307762	0.03715951935812126	0.01600629453849564	0.19369534443142214	0.00806743762285669	0.5585488643074048	0.03298798789103733	0.40072402521320794	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
3NTWM	0.28270495094661835	0.10214467700306326	-0.06602639084049759	-0.48870437897092744	0.1457921806547435	0.15097266943130466	0.2049796617309758	0.23825082060799516	1.9390954280058657	0.6765772731437392	-0.3221119123864762	-2.0512180303253387	0.058413341438333315	0.5021239862524556	0.7489268901545626	0.04646363867873393	0.1554318809948413	0.9240039880003839	0.8071608484712335	0.16842446517843318	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
3NTWN	-0.020488311198426114	-0.39190573150791713	0.43655972000062776	-0.4813198799569007	0.1497030053843955	0.17932335274674782	0.2407701583334214	0.28312007732172395	-0.13685971865306149	-2.1854695749604462	1.8131803501830763	-1.7000556248434195	0.8916407654275786	0.03487585157694911	0.07839296848083188	0.09840759775731511	0.9432256067098835	0.5563685378926505	0.12847386999684673	0.2617347601878414	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
3NTWS	-0.26048191535643056	0.13305814544876238	0.8073912984476584	-0.6931146329506003	0.15484064897179856	0.17581220133327402	0.22802722144116458	0.2721799480233848	-1.6822579670527773	0.7568197453857826	3.540767165186815	-2.5465308447007646	0.09878212794791034	0.4536496964731883	0.0011421051998598015	0.015445555556783898	0.22257238955351952	0.9121541459407388	0.003361705644844081	0.085737716654107	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTWU	0.0659301061291394	-0.08768200490584718	-0.003688916975231215	0.017330078016854468	0.14188740147364698	0.17243067538531584	0.22663875161677155	0.27091765849217114	0.4646649769069506	-0.5085058369684619	-0.016276638257648392	0.06396806362976618	0.6438675886048236	0.6136774376894563	0.9870950533393614	0.9493339635188959	0.7740099355181544	0.9440867026366897	0.989191810111191	0.9836542477392481	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTWW	0.04610791760264099	0.2073446650135146	-0.01970767332549307	-0.8131267734712736	0.13833284369976837	0.1711301639142265	0.2579686025680521	0.29462312024693277	0.3333114274923143	1.2116196249156836	-0.07639562772099052	-2.7598878621262544	0.7401440644558469	0.2321449658768492	0.9394205891290972	0.00834898676253778	0.8456646033748899	0.8126274788956103	0.9552376525660273	0.06085403713556632	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
3NTWY	-0.03491663921370471	0.05510482069833232	-0.47720782571995446	0.3530662444435005	0.1480233763357843	0.18726779125373016	0.24648670415747642	0.29557939754512735	-0.2358859801609842	0.29425679840304464	-1.9360388113067308	1.1944886801171464	0.8143315070345389	0.7699303077094048	0.05987720280574869	0.2395798185982119	0.8973462197903915	0.9586356085100333	0.10274211054745919	0.4562268842900634	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTXD	0.09008916299660774	0.49879669809233457	-0.6475242522257105	-0.2904313897003412	0.1475543979190453	0.1892689461195063	0.2604885513968332	0.31073758092219494	0.6105488163493069	2.6353858269881707	-2.4858069529484226	-0.934651640263177	0.543766509187444	0.010640856904224992	0.015681385914645872	0.35365314453235797	0.6967250878817591	0.33950356651027286	0.03241714374286818	0.5798017889995339	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
3NTXF	-0.7878179912770182	-0.12505204985089274	2.4311418145487314	-0.17154263616328438	0.19059239787743457	0.24568704129247948	0.28549678441173276	0.3576763478660903	-4.133522638104617	-0.5089891969598178	8.515478797977037	-0.47960296280901377	9.535457259521615e-5	0.6125957628465906	1.2072705620084756e-11	0.6334387828320192	9.135670382918442e-4	0.9434421083548129	1.8146617958722952e-10	0.7963903210178026	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
3NTXG	-0.0770387928099882	-0.12618984351402718	0.1923731498334387	0.0507362517805293	0.17056354879759716	0.209225137803342	0.2934841731568912	0.3427886808805208	-0.4516720797209016	-0.6031294558526586	0.6554804906995771	0.14801028916766784	0.6531744346813737	0.5509427516243679	0.5174280066355166	0.8835175347394669	0.7825136160440687	0.937032651248779	0.602182215568244	0.9473862721905127	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTXH	0.009149531941918155	0.02228244902658502	0.24945231774889376	0.3883346194807805	0.20723172652424748	0.2657508747583389	0.3264327471341056	0.40086095983596987	0.04415121224619822	0.08384713332307038	0.7641767559748329	0.9687514085674118	0.9649151948259636	0.9334279957207932	0.447444871758205	0.3361533943445798	0.9803842016666249	0.9903811602107798	0.5362893352178131	0.5611405625238741	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
3NTXU	-0.3183858067215021	-0.15918908764749143	0.7853121247127052	0.012295045163110722	0.17482146599484244	0.22129788619708712	0.2902878304766446	0.3479088728067203	-1.8212054504273236	-0.7193430103788618	2.705287794611453	0.035339843631815616	0.07356228265358074	0.47472216261096967	0.008870320075113663	0.9719260636180942	0.18120002908551353	0.9182349203356636	0.01987174017129633	0.9948387482397645	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
3NTXX	0.5315122314690316	-0.05564198724489289	-0.8599295402348502	-0.3947159415570734	0.16902136304320226	0.18936765002038344	0.2632664259781367	0.3070886357319339	3.144645279740028	-0.29383047864249046	-3.266385134526285	-1.2853485789738952	0.0028253561118655847	0.770484114111424	0.002472098330690433	0.20748681979096137	0.01611358241202261	0.9586356085100333	0.006590068847078316	0.419187828275407	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
3NTXZ	0.3929403464687043	-0.16141544413730402	-0.8299153157673158	0.14625145312039103	0.15827251905189638	0.20274514654718925	0.26988675405658535	0.32402553495863073	2.482682077865091	-0.7961494856289165	-3.0750501952878837	0.4513578015975296	0.015760412355036942	0.42898307953432235	0.003128721069068662	0.6533065567333469	0.06197873788922668	0.9026553472070198	0.008139488196607857	0.8108193669255703	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
3NTY2	-0.7883229519835478	0.19757059280046077	1.5375899182011155	0.10160608357830216	0.1593593022271552	0.1900551963997928	0.22981635862437524	0.28000315867384135	-4.946827332739261	1.0395432302985228	6.690515537730883	0.3628747763401373	5.885482522201313e-6	0.3042029792056583	8.436632645120329e-8	0.7188027931522436	7.634257609096098e-5	0.8425860963902356	7.010489338033649e-7	0.8541781610825326	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
3NTY3	-0.7497566708023143	0.2167575815679898	1.4667707566176247	-0.07706069180515741	0.19986818590070732	0.2604736657773244	0.3152850344700471	0.38955788549472864	-3.751255695965473	0.8321669713563025	4.652205453021501	-0.19781576673077042	3.771603617171603e-4	0.408361688479732	1.662113821013817e-5	0.8438065512516317	0.0030633197417176215	0.8960659693666118	8.278746601868526e-5	0.9262426992317488	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
3NTY7	-0.6985572708891898	0.5164188265085519	0.8414816773396987	-0.2526883768925137	0.11914052492806157	0.14130831508858185	0.19859886664293355	0.22895497521537259	-5.863305296925516	3.6545537053840373	4.237092041681295	-1.103659689660885	2.3145587913579644e-7	7.435988835153753e-4	1.5310892154077186e-4	0.2775387833480673	4.076998871027414e-6	0.09314264533514811	6.000166542884014e-4	0.5024818871965544	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
3NTY8	-0.1378990275935392	-0.06656216433006999	0.5927714143270598	-0.9177656470273837	0.14728224800796338	0.18346764903760465	0.2536409866650976	0.29725154846491203	-0.9362908935643293	-0.3628005519187037	2.3370490003247903	-3.087505016431287	0.3532165537377203	0.718144432045748	0.023105298862261012	0.003160114100343974	0.5261611309025164	0.9532042657687283	0.045194980192114945	0.03392859011861371	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
3NTY9	0.3380878247619154	0.13476519833477654	-0.9260369124124103	-0.2607721013736696	0.17895091627630572	0.23390330876904372	0.3396510625611539	0.39863068243361355	1.8892768575708068	0.5761577253609687	-2.7264360824594154	-0.6541696684802921	0.0638571224692071	0.5667377142546555	0.008453311117388156	0.5155880861785249	0.16420423184541041	0.937032651248779	0.019123142608031267	0.7136505059036795	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
