#Transcript position	Transcript coverage profile
0.0	7184.411749442506
1.0	10347.340849468543
2.0	12759.306358045722
3.0	13480.053530786812
4.0	14827.517307695463
5.0	16043.546461148573
6.0	18305.216414983573
7.0	21114.96620937001
8.0	24443.806891312757
9.0	28664.22412354063
10.0	33415.6245633667
11.0	35885.971270576454
12.0	37130.270186515634
13.0	38842.64515339446
14.0	41919.38867082772
15.0	43655.226678879175
16.0	45068.96249531124
17.0	46762.43234821454
18.0	47741.18910397577
19.0	49052.33532039293
20.0	52469.08252796739
21.0	54951.50269407893
22.0	57781.619553633886
23.0	60886.98601569299
24.0	64674.47441135387
25.0	69218.20340819172
26.0	71035.15712274968
27.0	73785.43702625722
28.0	73351.7511063383
29.0	72523.45965907151
30.0	76722.78460017912
31.0	81805.21446372356
32.0	83976.69129595713
33.0	91072.51614006104
34.0	100282.81866315298
35.0	107517.92478368143
36.0	107990.68357761817
37.0	109691.48381096595
38.0	110125.067181754
39.0	109840.94744715562
40.0	111489.12521719211
41.0	114277.05562414837
42.0	114831.7847472022
43.0	115402.00552969777
44.0	113561.5061782937
45.0	110769.75806335083
46.0	109498.13444345586
47.0	108337.63885201565
48.0	108412.00170343647
49.0	107220.18499449476
50.0	105404.41830973866
51.0	101623.3461511404
52.0	96927.35787868028
53.0	94919.20408782351
54.0	92885.85896426946
55.0	88042.5109985155
56.0	82620.42731861574
57.0	80787.47463203066
58.0	73810.57964356123
59.0	65305.780796659536
60.0	59562.233805490585
61.0	60229.631041411994
62.0	59906.851693698874
63.0	57883.69857258748
64.0	56595.91222166552
65.0	53838.687824249115
66.0	54209.5611170916
67.0	55888.52806787564
68.0	54450.34405401638
69.0	50841.07279499951
70.0	49128.71845789258
71.0	45390.80739786341
72.0	42367.23913973249
73.0	40590.119475045176
74.0	38880.19904337698
75.0	37318.508120103324
76.0	36042.74770660095
77.0	35814.591119108656
78.0	34709.90922538499
79.0	33536.32714876771
80.0	33456.801947790955
81.0	33479.649346832084
82.0	33147.15884582445
83.0	32572.965300636213
84.0	31431.01022216653
85.0	30316.414987576623
86.0	28082.279015326003
87.0	26431.396963066574
88.0	25323.661489005484
89.0	23912.64062960936
90.0	21754.18022449731
91.0	17180.6432667946
92.0	13025.566247269962
93.0	11024.560248301703
94.0	9677.404723422305
95.0	7747.173879265835
96.0	5063.998482244008
97.0	3291.371070637697
98.0	1675.7203661510957
99.0	283.35455543859496
