#Transcript position	Transcript coverage profile
0.0	4241.808772750786
1.0	6689.909028556588
2.0	8668.260726533617
3.0	8836.141778138914
4.0	9249.755842420773
5.0	9814.480301894522
6.0	10782.627292441926
7.0	11984.060664599634
8.0	13748.503250813215
9.0	16127.612835761427
10.0	18488.992064774688
11.0	19553.353264561625
12.0	20109.19059665994
13.0	20932.048004112614
14.0	22135.60630607269
15.0	22698.36974561308
16.0	23108.5929604914
17.0	23616.47473518499
18.0	23928.241528337334
19.0	24275.74326985066
20.0	26068.819945087394
21.0	27024.633144990457
22.0	28221.34843494595
23.0	30374.249096843356
24.0	32368.154431202256
25.0	34193.152329884724
26.0	33191.33967914827
27.0	34102.176910859394
28.0	33598.2728115238
29.0	32949.5553959696
30.0	34388.57255475619
31.0	36473.92819836362
32.0	37786.96613379552
33.0	40336.4132885279
34.0	44061.95755365562
35.0	47371.891594927365
36.0	47693.02401606225
37.0	48483.705626877425
38.0	48837.66535142209
39.0	48705.02521171247
40.0	49574.7087198799
41.0	51017.45189278803
42.0	51042.372626567514
43.0	51425.10306333392
44.0	51057.62452049054
45.0	49774.41368109856
46.0	50239.503232734605
47.0	49990.281015074426
48.0	49960.16237386849
49.0	49626.45606649695
50.0	48995.01074370902
51.0	47488.14110843606
52.0	45389.37516232399
53.0	45463.21327534629
54.0	45047.12262249423
55.0	42931.742478947126
56.0	40619.5982571665
57.0	39575.593610690434
58.0	36974.36005004189
59.0	33549.55489028405
60.0	30883.051005957106
61.0	31748.891128170595
62.0	31661.10391187464
63.0	30706.35597481203
64.0	30161.485269822133
65.0	28885.1752841554
66.0	29418.603604960354
67.0	31320.787656891145
68.0	31148.76685665165
69.0	29752.71040670628
70.0	28899.90818861584
71.0	25357.943485195905
72.0	23058.741798835115
73.0	22197.854583215052
74.0	21212.707467262662
75.0	20651.477845882928
76.0	20084.966756950595
77.0	20030.457227520812
78.0	19379.654034036175
79.0	18954.286806726894
80.0	19266.24160186771
81.0	19468.232022393026
82.0	19355.333598226265
83.0	19087.778083385492
84.0	18458.979166245783
85.0	17729.949101408438
86.0	16622.441210321187
87.0	15756.735747042585
88.0	15067.920428759855
89.0	14445.424240001847
90.0	13420.339572073917
91.0	10718.044197974543
92.0	7931.378424372434
93.0	6909.725123039381
94.0	5912.1725774149645
95.0	4573.8992318735745
96.0	2986.368812845143
97.0	1889.1886571580997
98.0	957.7315632975132
99.0	163.2380003536038
