#Transcript position	Transcript coverage profile
0.0	6285.740092839193
1.0	10180.933640714033
2.0	13287.971808335535
3.0	14132.10235659177
4.0	15671.167199375908
5.0	17388.19534336799
6.0	19822.68168091978
7.0	22841.878264221454
8.0	26496.328982154617
9.0	31317.788472205968
10.0	36579.61613619067
11.0	39376.37044971147
12.0	40564.508811642656
13.0	42536.69550573148
14.0	46064.49741682196
15.0	47874.21924325206
16.0	49418.25893508321
17.0	51278.14230831718
18.0	52386.50243725278
19.0	53833.98715822707
20.0	57642.68994090138
21.0	60237.16217982679
22.0	63143.061219492694
23.0	66261.17117962589
24.0	69640.59199519602
25.0	74048.83073450567
26.0	74652.91478966405
27.0	77124.15661707339
28.0	76190.16071373402
29.0	75560.09384327078
30.0	80216.50345277216
31.0	85583.36694178241
32.0	87873.28198642038
33.0	94919.966152568
34.0	103785.62205388084
35.0	110894.8555175712
36.0	111419.14507698141
37.0	113251.97841436119
38.0	114108.3223915219
39.0	113783.47926920027
40.0	115473.30675644861
41.0	117677.06953597342
42.0	118371.53728384529
43.0	119121.35494637527
44.0	117548.11464712616
45.0	114800.85722426798
46.0	113808.06940648463
47.0	113070.78925473765
48.0	112939.33698991702
49.0	111796.15583727266
50.0	109762.15755402588
51.0	105572.0533920943
52.0	100580.34005394149
53.0	97579.77648198501
54.0	94430.04377410155
55.0	88269.82188949802
56.0	82053.55150338124
57.0	79325.53745580182
58.0	72020.31640517924
59.0	63624.31338617792
60.0	58445.24844427896
61.0	59856.728365770985
62.0	59424.45164537485
63.0	56972.01024393516
64.0	55739.765458835966
65.0	53347.36193670203
66.0	54373.18957915925
67.0	56793.104395381604
68.0	55812.910663930015
69.0	52217.74095151123
70.0	50178.2391714407
71.0	46074.77583367711
72.0	43903.31248140931
73.0	42584.23773216263
74.0	40967.55540346412
75.0	39677.45625104814
76.0	38529.942583980155
77.0	38225.56598932843
78.0	36656.49232211515
79.0	35389.39709488169
80.0	35341.65507941888
81.0	35392.19375306977
82.0	35027.69108021655
83.0	34466.1794958565
84.0	33491.539066788835
85.0	32247.10432134078
86.0	29664.165631537384
87.0	27909.322409500706
88.0	26888.44133298643
89.0	25619.155511377863
90.0	23266.218519402
91.0	18109.155091997636
92.0	13261.738505530426
93.0	11226.817642345259
94.0	9865.364181241004
95.0	7824.14048596997
96.0	5298.2773252583675
97.0	3437.5584279094023
98.0	1647.3459063601604
99.0	260.1612729987686
