#Transcript position	Transcript coverage profile
0.0	7787.539560924241
1.0	12600.711004133338
2.0	17193.503319258787
3.0	17619.65222988207
4.0	18491.44139879456
5.0	19613.594280563986
6.0	21565.982147127306
7.0	23856.66065007096
8.0	27127.419911958914
9.0	31114.867359189546
10.0	35397.86521609539
11.0	37546.94688484702
12.0	38641.50424777454
13.0	39947.906102105364
14.0	42408.31834345766
15.0	43881.90760936622
16.0	44993.42087537034
17.0	46259.344622711746
18.0	47052.66821642881
19.0	48197.513799127744
20.0	51936.73176288747
21.0	53784.610959764526
22.0	55748.68855258621
23.0	59167.407751612714
24.0	62119.95476195455
25.0	64815.90012063331
26.0	60258.99044205907
27.0	61152.55405818781
28.0	60250.58216426846
29.0	58973.62940809755
30.0	60766.36680333633
31.0	63705.33479051554
32.0	65474.47836524727
33.0	69394.27951127978
34.0	73154.39183087238
35.0	76372.33811498992
36.0	76436.12605261062
37.0	78050.27881977623
38.0	78795.0730014881
39.0	78563.99487893599
40.0	79264.8514098355
41.0	80850.60002070143
42.0	80906.52945285743
43.0	81117.61983063641
44.0	80356.52975515623
45.0	78932.37070081902
46.0	80004.5436407969
47.0	80245.31967539426
48.0	80404.53591543912
49.0	79997.75178598317
50.0	78966.16949955231
51.0	76706.68144442767
52.0	74344.47260573927
53.0	73927.09357415407
54.0	72757.65220468488
55.0	69285.31132383294
56.0	65681.08762665316
57.0	63679.69094485912
58.0	58704.634460630485
59.0	54774.85356250585
60.0	52821.44546833728
61.0	55087.355156715064
62.0	55013.464886920505
63.0	53305.08585108012
64.0	52634.22514926084
65.0	51469.08072824914
66.0	52957.35404983059
67.0	54863.859689249904
68.0	55069.58276697066
69.0	53015.67641470304
70.0	51558.15823214658
71.0	45573.824406102394
72.0	43015.797400880736
73.0	41352.63386347155
74.0	39431.269282366746
75.0	38551.29569529714
76.0	37739.03494284814
77.0	37528.06049398948
78.0	35794.96908789387
79.0	34666.905521144094
80.0	35158.4728238744
81.0	35504.44538683269
82.0	35524.66073480259
83.0	35334.99144875223
84.0	34079.332461133105
85.0	32651.322470238152
86.0	30760.16059031948
87.0	28998.906315101398
88.0	27718.864161152913
89.0	26131.388697937426
90.0	23946.340917131783
91.0	19363.359685904194
92.0	15513.025026988227
93.0	13623.774488259125
94.0	12284.316353648719
95.0	9654.532027971167
96.0	6618.372458338533
97.0	4262.406728074251
98.0	2273.7779154608156
99.0	490.5989021330334
