0.07	453	0	3423	690	D	10239	 Viruses	MHS455
62.50	3769208	46720	139191210	28076245	D	2	 Bacteria	MHS459
0.49	29621	0	605418	353848	D	2759	 Eukaryota	MHS459
0.07	4367	2	39176	21728	D	2157	 Archaea	MHS459
0.03	1596	0	41276	10342	D	10239	 Viruses	MHS459
61.94	4229629	18234	224241976	21112868	D	2	 Bacteria	MHS458
2.65	181132	0	8095302	3223845	D	2759	 Eukaryota	MHS458
0.01	947	3	10528	4243	D	2157	 Archaea	MHS458
0.03	2143	0	64996	11677	D	10239	 Viruses	MHS458
82.88	803300	1786	38864772	6065613	D	2	 Bacteria	MHS540
3.15	30524	0	1568496	1042882	D	2759	 Eukaryota	MHS540
0.01	120	4	1624	961	D	2157	 Archaea	MHS540
0.25	2451	0	93813	8123	D	10239	 Viruses	MHS540
92.14	9475269	3358	528746528	6135594	D	2	 Bacteria	MHS539
5.59	575263	0	30171444	4448400	D	2759	 Eukaryota	MHS539
0.00	182	8	4363	1922	D	2157	 Archaea	MHS539
0.21	21335	0	890844	11234	D	10239	 Viruses	MHS539
59.98	4039658	15881	197871167	11823602	D	2	 Bacteria	MHS538
16.88	1137128	0	62045590	6242188	D	2759	 Eukaryota	MHS538
0.01	953	3	7148	3342	D	2157	 Archaea	MHS538
0.03	2340	0	91347	10776	D	10239	 Viruses	MHS538
64.87	916540	18938	32387691	10287733	D	2	 Bacteria	MHS542
0.76	10722	0	367572	261128	D	2759	 Eukaryota	MHS542
0.06	895	1	8205	5198	D	2157	 Archaea	MHS542
0.07	1013	0	17663	6712	D	10239	 Viruses	MHS542
82.33	3871765	12052	180862396	15827618	D	2	 Bacteria	MHS541
3.78	177941	0	9274546	4046592	D	2759	 Eukaryota	MHS541
0.02	949	15	10010	3681	D	2157	 Archaea	MHS541
0.12	5747	0	210427	12102	D	10239	 Viruses	MHS541
69.14	10413695	68442	436884853	30679792	D	2	 Bacteria	MHS480
15.34	2310313	0	122888157	6309238	D	2759	 Eukaryota	MHS480
0.04	6256	2	70320	16123	D	2157	 Archaea	MHS480
0.27	41299	0	499365	16624	D	10239	 Viruses	MHS480
93.06	12478141	7409	715829318	9607976	D	2	 Bacteria	MHS479
5.30	710255	0	37374433	3264022	D	2759	 Eukaryota	MHS479
0.00	567	0	8908	4300	D	2157	 Archaea	MHS479
0.06	7474	0	174577	8679	D	10239	 Viruses	MHS479
87.59	5042263	13054	222541747	12055880	D	2	 Bacteria	MHS478
4.30	247340	0	13768553	2379919	D	2759	 Eukaryota	MHS478
0.02	1121	0	15045	4539	D	2157	 Archaea	MHS478
0.18	10100	0	109741	4949	D	10239	 Viruses	MHS478
83.15	10171682	51166	458988581	56163974	D	2	 Bacteria	MHS482
0.79	96772	0	1353273	773103	D	2759	 Eukaryota	MHS482
0.03	3062	0	41654	17033	D	2157	 Archaea	MHS482
0.10	12483	0	214580	14249	D	10239	 Viruses	MHS482
82.34	11812608	58301	505067399	41885198	D	2	 Bacteria	MHS481
1.85	266102	0	13626769	4093686	D	2759	 Eukaryota	MHS481
0.04	5630	6	62013	15160	D	2157	 Archaea	MHS481
0.23	32722	0	394543	16766	D	10239	 Viruses	MHS481
96.75	1803316	1264	100236419	3444317	D	2	 Bacteria	MHS544
0.24	4518	0	193551	139950	D	2759	 Eukaryota	MHS544
0.00	29	0	797	530	D	2157	 Archaea	MHS544
0.85	15889	0	765840	14022	D	10239	 Viruses	MHS544
84.84	11602715	19466	638502258	6927847	D	2	 Bacteria	MHS543
3.84	524561	0	28718203	3508870	D	2759	 Eukaryota	MHS543
0.01	825	1	7733	2350	D	2157	 Archaea	MHS543
0.02	2792	0	113891	12354	D	10239	 Viruses	MHS543
96.02	21290012	21950	960879178	12818657	D	2	 Bacteria	MHS547
0.03	6787	0	296256	206635	D	2759	 Eukaryota	MHS547
0.00	568	0	17530	4909	D	2157	 Archaea	MHS547
0.01	1409	1	32899	3715	D	10239	 Viruses	MHS547
84.51	4667534	9187	235933844	30674595	D	2	 Bacteria	MHS546
1.55	85707	0	3559753	2169238	D	2759	 Eukaryota	MHS546
0.01	783	1	9642	5770	D	2157	 Archaea	MHS546
0.10	5488	0	243655	18409	D	10239	 Viruses	MHS546
92.39	8457218	1280	488412757	3698867	D	2	 Bacteria	MHS461
7.01	641708	0	34483308	2203640	D	2759	 Eukaryota	MHS461
0.00	46	0	1990	1065	D	2157	 Archaea	MHS461
0.01	1075	0	42724	7367	D	10239	 Viruses	MHS461
52.25	1819327	11223	80455879	5787140	D	2	 Bacteria	MHS460
6.61	230050	0	12451867	3989532	D	2759	 Eukaryota	MHS460
0.02	730	0	3943	791	D	2157	 Archaea	MHS460
0.01	264	0	8607	5141	D	10239	 Viruses	MHS460
73.36	6128218	26402	310950946	29132630	D	2	 Bacteria	MHS462
1.23	103047	0	4767530	1870059	D	2759	 Eukaryota	MHS462
0.03	2305	4	26538	13017	D	2157	 Archaea	MHS462
0.04	3411	0	99737	17989	D	10239	 Viruses	MHS462
94.15	12433505	4143	699907716	11119609	D	2	 Bacteria	MHS567
3.52	464722	0	24554701	4157903	D	2759	 Eukaryota	MHS567
0.00	206	0	4991	2707	D	2157	 Archaea	MHS567
0.39	51486	0	2264815	15597	D	10239	 Viruses	MHS567
88.92	5087592	3845	288068546	9292995	D	2	 Bacteria	MHS564
8.38	479727	0	25824463	2646355	D	2759	 Eukaryota	MHS564
0.00	88	0	2101	1510	D	2157	 Archaea	MHS564
0.01	506	0	21542	6949	D	10239	 Viruses	MHS564
77.43	7537893	28276	367135178	43717887	D	2	 Bacteria	MHS569
0.29	28024	0	1003743	701609	D	2759	 Eukaryota	MHS569
0.02	2242	1	23433	15115	D	2157	 Archaea	MHS569
0.02	1558	0	38137	13220	D	10239	 Viruses	MHS569
80.86	5449954	8585	288357432	21817480	D	2	 Bacteria	MHS568
9.42	634873	0	32946387	4902351	D	2759	 Eukaryota	MHS568
0.01	760	0	7890	4929	D	2157	 Archaea	MHS568
0.18	11902	0	523913	14922	D	10239	 Viruses	MHS568
47.17	3706824	8282	203237170	11074550	D	2	 Bacteria	MHS489
7.60	597152	0	31996716	6070404	D	2759	 Eukaryota	MHS489
0.01	564	0	6010	3764	D	2157	 Archaea	MHS489
5.26	413218	30	2485895	13348	D	10239	 Viruses	MHS489
77.77	5335498	1471	307896535	7315873	D	2	 Bacteria	MHS488
19.73	1353723	0	73695329	2923286	D	2759	 Eukaryota	MHS488
0.00	115	0	2611	1590	D	2157	 Archaea	MHS488
0.74	50832	0	2347676	17142	D	10239	 Viruses	MHS488
89.62	497910	6271	27174605	4328755	D	2	 Bacteria	MHS487
3.25	18075	0	916508	695145	D	2759	 Eukaryota	MHS487
0.01	54	0	619	476	D	2157	 Archaea	MHS487
0.08	434	0	17966	7137	D	10239	 Viruses	MHS487
53.11	11361965	176079	300501944	34598813	D	2	 Bacteria	MHS491
0.10	21780	0	600560	355709	D	2759	 Eukaryota	MHS491
0.05	10785	4	116081	29739	D	2157	 Archaea	MHS491
0.01	2866	1	46908	17351	D	10239	 Viruses	MHS491
69.41	3732068	26363	166425445	27586092	D	2	 Bacteria	MHS490
8.09	435086	0	23862813	5117837	D	2759	 Eukaryota	MHS490
0.04	2053	0	19976	9608	D	2157	 Archaea	MHS490
0.30	16045	0	419917	17003	D	10239	 Viruses	MHS490
83.94	4209805	23034	188679914	22052528	D	2	 Bacteria	MHS549
0.41	20455	0	975864	588912	D	2759	 Eukaryota	MHS549
0.03	1735	3	20213	8357	D	2157	 Archaea	MHS549
0.04	2061	0	57578	16060	D	10239	 Viruses	MHS549
79.48	7769926	50271	348103305	37440488	D	2	 Bacteria	MHS553
0.06	6028	0	153122	90929	D	2759	 Eukaryota	MHS553
0.04	4255	0	39051	18034	D	2157	 Archaea	MHS553
0.03	3004	0	41867	16004	D	10239	 Viruses	MHS553
81.14	16547194	97956	679582638	39639100	D	2	 Bacteria	MHS551
0.32	64335	0	3069795	1580595	D	2759	 Eukaryota	MHS551
0.05	9376	7	113433	26659	D	2157	 Archaea	MHS551
0.05	10587	0	304946	26965	D	10239	 Viruses	MHS551
90.37	7997328	75906	431315482	17320043	D	2	 Bacteria	MHS465
1.93	171163	0	9141708	2540417	D	2759	 Eukaryota	MHS465
0.02	1349	1	13871	5099	D	2157	 Archaea	MHS465
0.02	1645	1	50638	8599	D	10239	 Viruses	MHS465
96.54	3432822	4433	196305032	10743818	D	2	 Bacteria	MHS464
1.25	44594	0	2383096	1299727	D	2759	 Eukaryota	MHS464
0.00	103	0	1529	953	D	2157	 Archaea	MHS464
0.07	2525	0	100551	8293	D	10239	 Viruses	MHS464
83.36	1993748	1255	107259444	4881336	D	2	 Bacteria	MHS463
10.99	262969	0	14616820	3183866	D	2759	 Eukaryota	MHS463
0.00	109	0	1280	583	D	2157	 Archaea	MHS463
0.00	62	0	1908	1124	D	10239	 Viruses	MHS463
92.67	8076126	53225	420671934	14231299	D	2	 Bacteria	MHS467
0.76	66430	0	3220532	1491695	D	2759	 Eukaryota	MHS467
0.01	871	3	10984	4937	D	2157	 Archaea	MHS467
0.05	4326	0	89043	7517	D	10239	 Viruses	MHS467
86.14	10765279	26262	556274309	23020583	D	2	 Bacteria	MHS466
1.24	154658	0	7796269	1561836	D	2759	 Eukaryota	MHS466
0.02	2388	3	22655	5348	D	2157	 Archaea	MHS466
0.03	3599	9	114484	10853	D	10239	 Viruses	MHS466
81.99	6337070	8521	330098866	21245797	D	2	 Bacteria	MHS560
8.29	640943	0	29946090	6422635	D	2759	 Eukaryota	MHS560
0.01	1008	1	12066	4943	D	2157	 Archaea	MHS560
0.05	3643	0	128481	10809	D	10239	 Viruses	MHS560
73.13	6822595	6516	390733877	12122695	D	2	 Bacteria	MHS469
23.26	2170182	0	116427559	7172155	D	2759	 Eukaryota	MHS469
0.00	221	0	4154	2320	D	2157	 Archaea	MHS469
0.07	6122	0	279451	15154	D	10239	 Viruses	MHS469
98.05	20720959	3615	1212297618	2676775	D	2	 Bacteria	MHS471
0.98	206275	0	11289504	2186574	D	2759	 Eukaryota	MHS471
0.00	94	0	3291	1756	D	2157	 Archaea	MHS471
0.10	20562	0	970839	12828	D	10239	 Viruses	MHS471
60.02	665067	1414	36827190	4036554	D	2	 Bacteria	MHS468
28.49	315722	0	17404008	3317567	D	2759	 Eukaryota	MHS468
0.01	93	0	641	335	D	2157	 Archaea	MHS468
0.05	558	0	20905	6868	D	10239	 Viruses	MHS468
73.16	6897543	40009	297164053	36696572	D	2	 Bacteria	MHS472
0.58	54844	0	2536994	1270432	D	2759	 Eukaryota	MHS472
0.03	3061	0	29857	14575	D	2157	 Archaea	MHS472
0.07	6728	0	196939	23914	D	10239	 Viruses	MHS472
65.59	1180818	2673	62097064	8278534	D	2	 Bacteria	MHS535
5.72	102924	0	4995923	2482958	D	2759	 Eukaryota	MHS535
0.01	203	0	2283	1660	D	2157	 Archaea	MHS535
0.05	850	0	33169	8768	D	10239	 Viruses	MHS535
93.65	8588499	17802	477653801	9143284	D	2	 Bacteria	MHS534
3.36	308283	0	16369168	2724498	D	2759	 Eukaryota	MHS534
0.00	114	0	3053	2191	D	2157	 Archaea	MHS534
0.05	4837	0	194939	9418	D	10239	 Viruses	MHS534
87.89	14502050	4449	827850272	7375723	D	2	 Bacteria	MHS533
8.42	1389905	0	74368849	2510891	D	2759	 Eukaryota	MHS533
0.00	223	0	5490	3582	D	2157	 Archaea	MHS533
0.04	7306	0	306336	10964	D	10239	 Viruses	MHS533
54.59	6967377	35322	285798367	30957325	D	2	 Bacteria	MHS536
0.86	109845	0	2520341	1658584	D	2759	 Eukaryota	MHS536
0.01	1631	0	27275	11384	D	2157	 Archaea	MHS536
0.03	4309	0	141162	18188	D	10239	 Viruses	MHS536
78.94	2064753	2806	110573425	12120574	D	2	 Bacteria	MHS556
12.00	313764	0	16197515	5194402	D	2759	 Eukaryota	MHS556
0.01	358	0	4990	3272	D	2157	 Archaea	MHS556
0.11	2989	0	126100	13947	D	10239	 Viruses	MHS556
67.43	7332936	5405	404379483	7123883	D	2	 Bacteria	MHS555
30.60	3327608	0	171031437	5985677	D	2759	 Eukaryota	MHS555
0.00	218	0	5778	2918	D	2157	 Archaea	MHS555
0.03	3072	0	109861	9181	D	10239	 Viruses	MHS555
62.46	1758682	4320	92407998	4210159	D	2	 Bacteria	MHS554
19.19	540245	0	29627397	3620175	D	2759	 Eukaryota	MHS554
0.01	268	0	1623	756	D	2157	 Archaea	MHS554
0.02	597	0	25668	6566	D	10239	 Viruses	MHS554
66.11	270948	2187	12643073	3553598	D	2	 Bacteria	MHS571
11.89	48728	0	2380524	1316155	D	2759	 Eukaryota	MHS571
0.03	126	0	1055	742	D	2157	 Archaea	MHS571
0.15	631	0	26537	7500	D	10239	 Viruses	MHS571
92.09	9224552	2380	522331529	6787372	D	2	 Bacteria	MHS572
5.90	590563	0	31522586	3705960	D	2759	 Eukaryota	MHS572
0.00	98	0	3265	2140	D	2157	 Archaea	MHS572
0.85	85384	0	4007821	18011	D	10239	 Viruses	MHS572
82.80	3814898	3927	211748047	9462355	D	2	 Bacteria	MHS570
12.87	593005	0	31691892	4522922	D	2759	 Eukaryota	MHS570
0.01	377	0	4185	2870	D	2157	 Archaea	MHS570
0.09	3967	0	179475	11918	D	10239	 Viruses	MHS570
95.56	14422555	32984	689788109	14984976	D	2	 Bacteria	MHS574
0.02	3575	0	172887	118936	D	2759	 Eukaryota	MHS574
0.01	941	0	17270	7042	D	2157	 Archaea	MHS574
0.21	31087	0	674378	15541	D	10239	 Viruses	MHS574
69.65	6355923	21677	304677801	36721083	D	2	 Bacteria	MHS573
8.41	767769	0	37279002	5257428	D	2759	 Eukaryota	MHS573
0.02	1958	1	20261	10696	D	2157	 Archaea	MHS573
0.16	14351	0	618068	19793	D	10239	 Viruses	MHS573
65.78	5344379	36544	230161534	31926489	D	2	 Bacteria	MHS576
11.82	960129	0	49351526	6720499	D	2759	 Eukaryota	MHS576
0.05	3786	2	34102	11988	D	2157	 Archaea	MHS576
0.06	4883	0	127850	23997	D	10239	 Viruses	MHS576
79.18	3954862	5646	209714423	12954470	D	2	 Bacteria	MHS577
12.49	623673	0	33147971	3157268	D	2759	 Eukaryota	MHS577
0.01	407	0	5183	3442	D	2157	 Archaea	MHS577
0.89	44378	1	269415	8466	D	10239	 Viruses	MHS577
68.02	1255693	5494	43668139	5743686	D	2	 Bacteria	MHS575
11.89	219584	0	10745889	2714979	D	2759	 Eukaryota	MHS575
0.02	423	0	4282	1568	D	2157	 Archaea	MHS575
0.01	154	0	4144	2584	D	10239	 Viruses	MHS575
67.98	7779682	66480	288304565	46478890	D	2	 Bacteria	MHS578
3.98	456065	0	22815835	6389421	D	2759	 Eukaryota	MHS578
0.05	5344	1	54056	16674	D	2157	 Archaea	MHS578
0.04	4142	1	108709	27606	D	10239	 Viruses	MHS578
21.92	1902380	0	102429095	5337419	K	4751	 Fungi	MHS475
4.91	279430	0	14892277	2162339	K	4751	 Fungi	MHS474
5.21	78698	0	4406820	1645236	K	4751	 Fungi	MHS473
0.05	5135	0	231957	154159	K	4751	 Fungi	MHS477
3.61	392873	0	20923634	4413786	K	4751	 Fungi	MHS476
45.38	5401025	2	289830451	6143704	K	4751	 Fungi	MHS499
0.65	54021	0	2866360	1362888	K	4751	 Fungi	MHS498
8.27	192974	0	7032863	3059048	K	4751	 Fungi	MHS497
0.25	42050	0	1950339	1159882	K	4751	 Fungi	MHS501
1.79	44770	0	1701276	943463	K	4751	 Fungi	MHS484
0.25	23348	0	886563	597179	K	4751	 Fungi	MHS483
0.28	37123	0	1097140	428075	K	4751	 Fungi	MHS486
1.69	138733	0	5108207	1763052	K	4751	 Fungi	MHS485
85.69	7946475	0	433538426	7449631	K	4751	 Fungi	MHS504
50.66	717994	0	37565684	4856881	K	4751	 Fungi	MHS503
71.06	2360296	0	130058365	5703946	K	4751	 Fungi	MHS502
22.98	1918304	0	99779093	8969387	K	4751	 Fungi	MHS505
2.53	156577	0	8309604	2345753	K	4751	 Fungi	MHS508
19.21	866040	0	48741024	3880181	K	4751	 Fungi	MHS507
4.84	687762	0	36609574	4893389	K	4751	 Fungi	MHS448
