1	 Methylacidimicrobium
3	 Simkania
12	 Edaphobacter
8	 Granulicella
4	 Candidatus Koribacter
3	 Terriglobus
1	 Acidobacterium
3	 Paludibaculum
5	 Luteitalea
3	 Chloracidobacterium
13	 Leptotrichia
9	 Fusobacterium
7	 Treponema
1	 Spirochaeta
3	 Thermocrinis
1	 Hydrogenobacter
1	 Thermovibrio
2	 Thermotoga
1	 Flexistipes
1	 Deferribacter
1	 Aminomonas
1	 Jonquetella
1	 Atribacter
262608	 Malassezia
16	 Sporisorium
10	 Ustilago
3	 Rhizoctonia
92	 Clavispora
19	 Naumovozyma
10	 Saccharomyces
6	 Tetrapisispora
2	 Eremothecium
2	 Lachancea
4	 Ogataea
3	 Candida
1	 Yarrowia
14	 Fusarium
5	 Drechmeria
4	 Ustilaginoidea
5	 Colletotrichum
13	 Pyricularia
5	 Thermothielavioides
1	 Thermothelomyces
2	 Neurospora
3	 Botrytis
21	 Aspergillus
6	 Cercospora
3	 Zymoseptoria
1	 Schizosaccharomyces
57	 Homo
10	 Halosimplex
8	 Haloarcula
2	 Halomicrobium
2	 Halapricum
2	 Halosiccatus
1	 Natronomonas
1	 Halorhabdus
7	 Halarchaeum
3	 Halorussus
1	 Halanaeroarchaeum
14	 Haloterrigena
2	 Natrinema
2	 Salinarchaeum
1	 Halobiforma
1	 Halovivax
1	 Halostagnicola
1	 Natrarchaeobaculum
5	 Halobaculum
3	 Halorubrum
2	 Halopenitus
2	 Halogeometricum
2	 Haloplanus
2	 Haloprofundus
1	 Haloferax
6	 Methanospirillum
5	 Methanoculleus
3	 Methanosarcina
1	 Methanococcoides
2	 Methanothrix
4	 Methanocella
3	 Thermococcus
1	 Pyrococcus
3	 Caldisphaera
1	 Nitrosopumilus
1	 Candidatus Nitrosotenuis
1	 Picrophilus
12	 Pahexavirus
2	 Phietavirus
1	 Fromanvirus
1	 Samwavirus
1	 Galunavirus
1	 Kochitakasuvirus
1	 Pourcelvirus
1	 Andhravirus
6	 Simplexvirus
2	 Alphabaculovirus
1	 Pandoravirus
1	 Mastadenovirus
