normalized_position	All_Reads.normalized_coverage
0	0.911283
1	0.937422
2	0.966703
3	0.985711
4	1.007993
5	1.037219
6	1.065686
7	1.106049
8	1.133153
9	1.119863
10	1.136178
11	1.137215
12	1.135553
13	1.143661
14	1.107412
15	1.113348
16	1.123778
17	1.124905
18	1.153068
19	1.150994
20	1.126712
21	1.119505
22	1.119676
23	1.103584
24	1.088824
25	1.062029
26	1.058249
27	1.021548
28	1.019045
29	1.017733
30	1.022232
31	1.002542
32	0.976174
33	0.964598
34	0.968916
35	0.981229
36	1.025664
37	1.021508
38	0.999033
39	0.988494
40	1.004033
41	0.990613
42	0.981522
43	0.971172
44	0.97769
45	0.980522
46	1.000795
47	1.006861
48	0.981565
49	0.943484
50	0.92275
51	0.93111
52	0.921677
53	0.915747
54	0.912269
55	0.907808
56	0.889875
57	0.878879
58	0.866699
59	0.853728
60	0.85612
61	0.884195
62	0.920583
63	0.949075
64	0.941669
65	0.957413
66	0.971693
67	0.979186
68	0.989911
69	1.007575
70	1.002878
71	0.976031
72	0.970387
73	0.999328
74	0.993002
75	0.982489
76	0.965205
77	0.964003
78	0.964044
79	0.986718
80	0.995412
81	0.991685
82	0.964054
83	0.965175
84	0.958755
85	0.972246
86	0.990972
87	1.027037
88	1.031279
89	1.021258
90	0.996795
91	1.01379
92	1.005122
93	1.007529
94	0.995046
95	0.989412
96	0.95036
97	0.944655
98	0.912728
99	0.906624
100	0.894722
