normalized_position	All_Reads.normalized_coverage
0	0.861236
1	0.898123
2	0.933249
3	0.961864
4	0.991824
5	1.021787
6	1.043494
7	1.065214
8	1.0842
9	1.098125
10	1.11183
11	1.119036
12	1.120935
13	1.118117
14	1.113361
15	1.108585
16	1.105209
17	1.104694
18	1.104933
19	1.101337
20	1.099834
21	1.092784
22	1.08673
23	1.080692
24	1.074166
25	1.0674
26	1.062237
27	1.06103
28	1.060187
29	1.053165
30	1.045133
31	1.044331
32	1.040439
33	1.034719
34	1.029395
35	1.023756
36	1.019288
37	1.015421
38	1.012348
39	1.008188
40	1.004633
41	1.000891
42	0.994912
43	0.988727
44	0.981398
45	0.978851
46	0.978354
47	0.975651
48	0.976086
49	0.977019
50	0.974723
51	0.972983
52	0.971478
53	0.972357
54	0.97616
55	0.981983
56	0.985052
57	0.986381
58	0.987293
59	0.987288
60	0.98676
61	0.983933
62	0.982264
63	0.982911
64	0.980415
65	0.977032
66	0.977072
67	0.974154
68	0.971946
69	0.969773
70	0.967859
71	0.962515
72	0.959002
73	0.959263
74	0.956693
75	0.951137
76	0.952343
77	0.949929
78	0.945611
79	0.942519
80	0.94388
81	0.946765
82	0.948002
83	0.946774
84	0.947669
85	0.953118
86	0.957727
87	0.962967
88	0.967164
89	0.968167
90	0.969947
91	0.968819
92	0.96518
93	0.962041
94	0.955381
95	0.945912
96	0.931929
97	0.912853
98	0.896812
99	0.887502
100	0.883867
