normalized_position	All_Reads.normalized_coverage
0	0.578928
1	0.636147
2	0.685175
3	0.730163
4	0.782409
5	0.836839
6	0.88134
7	0.92202
8	0.956172
9	0.979656
10	0.999404
11	1.011727
12	1.023628
13	1.033144
14	1.045536
15	1.054163
16	1.060485
17	1.060714
18	1.061721
19	1.062451
20	1.058568
21	1.055661
22	1.051761
23	1.046561
24	1.037391
25	1.027733
26	1.021779
27	1.0214
28	1.01651
29	1.009749
30	1.000443
31	0.990104
32	0.982499
33	0.976216
34	0.972975
35	0.972181
36	0.970507
37	0.972203
38	0.97282
39	0.975983
40	0.976797
41	0.978415
42	0.977705
43	0.982104
44	0.985494
45	0.984979
46	0.987326
47	0.989974
48	0.997277
49	1.006837
50	1.013142
51	1.014045
52	1.013296
53	1.014634
54	1.021429
55	1.02469
56	1.025371
57	1.028733
58	1.031879
59	1.034849
60	1.037741
61	1.046054
62	1.054558
63	1.064497
64	1.069247
65	1.072647
66	1.078151
67	1.083905
68	1.091877
69	1.096479
70	1.10084
71	1.105254
72	1.114837
73	1.122061
74	1.128399
75	1.128836
76	1.125846
77	1.12085
78	1.119399
79	1.120282
80	1.119407
81	1.11689
82	1.107963
83	1.102169
84	1.093369
85	1.082727
86	1.06986
87	1.056297
88	1.04206
89	1.029354
90	1.011804
91	0.991256
92	0.974294
93	0.942042
94	0.903515
95	0.863906
96	0.819941
97	0.772722
98	0.721035
99	0.676852
100	0.650923
