normalized_position	All_Reads.normalized_coverage
0	0.8376
1	0.873799
2	0.91074
3	0.946253
4	0.986708
5	1.025214
6	1.052699
7	1.076735
8	1.101863
9	1.118029
10	1.128493
11	1.13483
12	1.13564
13	1.129074
14	1.125841
15	1.12646
16	1.125549
17	1.123637
18	1.123788
19	1.121173
20	1.119681
21	1.102366
22	1.096329
23	1.089854
24	1.080788
25	1.071503
26	1.066265
27	1.065222
28	1.059285
29	1.049908
30	1.035289
31	1.036107
32	1.031083
33	1.025312
34	1.017701
35	1.010626
36	1.011175
37	1.007664
38	1.003918
39	1.000519
40	0.997365
41	0.993903
42	0.990956
43	0.986409
44	0.98248
45	0.983255
46	0.984686
47	0.982438
48	0.980968
49	0.982952
50	0.979927
51	0.982026
52	0.983553
53	0.984185
54	0.990122
55	0.995972
56	1.00145
57	1.004259
58	1.009111
59	1.012164
60	1.011177
61	1.00687
62	1.003789
63	0.998254
64	0.988898
65	0.985506
66	0.984661
67	0.975846
68	0.97364
69	0.967423
70	0.959771
71	0.955436
72	0.953512
73	0.953926
74	0.954399
75	0.949755
76	0.948989
77	0.942251
78	0.943654
79	0.949872
80	0.95419
81	0.955025
82	0.957239
83	0.950473
84	0.948972
85	0.956761
86	0.956423
87	0.956614
88	0.956764
89	0.951652
90	0.952749
91	0.951728
92	0.944081
93	0.937369
94	0.929869
95	0.916427
96	0.895742
97	0.872366
98	0.849652
99	0.831777
100	0.82779
