normalized_position	All_Reads.normalized_coverage
0	0.826845
1	0.860983
2	0.897223
3	0.936049
4	0.966257
5	0.990728
6	1.003043
7	1.020863
8	1.05031
9	1.066522
10	1.077298
11	1.084418
12	1.086743
13	1.093813
14	1.100201
15	1.104763
16	1.0965
17	1.088166
18	1.095468
19	1.100624
20	1.101021
21	1.099914
22	1.105696
23	1.106932
24	1.10488
25	1.091788
26	1.074002
27	1.070633
28	1.07116
29	1.069836
30	1.065819
31	1.064495
32	1.056751
33	1.043988
34	1.037232
35	1.028514
36	1.021016
37	1.013073
38	1.003688
39	0.99869
40	0.999393
41	1.005625
42	1.008713
43	1.005857
44	1.004
45	1.001397
46	1.000973
47	0.993296
48	0.99816
49	1.003507
50	1.002755
51	1.002817
52	1.002443
53	0.996989
54	0.991294
55	0.990571
56	1.000417
57	0.998975
58	0.993696
59	0.997783
60	1.010888
61	1.022351
62	1.02419
63	1.016719
64	0.999662
65	0.99321
66	0.982165
67	0.97212
68	0.965353
69	0.963715
70	0.95727
71	0.950805
72	0.949188
73	0.954321
74	0.950699
75	0.944351
76	0.946004
77	0.949293
78	0.947703
79	0.946448
80	0.949084
81	0.956543
82	0.962552
83	0.95612
84	0.951125
85	0.948777
86	0.946072
87	0.945557
88	0.949369
89	0.949714
90	0.94853
91	0.942331
92	0.940641
93	0.94057
94	0.939673
95	0.927973
96	0.920116
97	0.909653
98	0.896884
99	0.887812
100	0.876488
