normalized_position	All_Reads.normalized_coverage
0	0.699993
1	0.754291
2	0.805836
3	0.799403
4	0.808228
5	0.826854
6	0.807829
7	0.835222
8	0.853062
9	0.88096
10	0.910424
11	0.923479
12	0.941266
13	0.929824
14	0.91065
15	0.923336
16	0.905743
17	0.866801
18	0.851939
19	0.84748
20	0.86499
21	0.845706
22	0.853363
23	0.849927
24	0.840092
25	0.830416
26	0.870504
27	0.866164
28	0.850556
29	0.871403
30	0.881067
31	0.865265
32	0.862496
33	0.844867
34	0.847167
35	0.866632
36	0.870791
37	0.8737
38	0.89333
39	0.89621
40	0.905085
41	0.90704
42	0.933679
43	0.949045
44	0.963155
45	0.962548
46	0.961194
47	0.963675
48	0.970989
49	0.994838
50	1.006339
51	1.076286
52	1.126366
53	1.124431
54	1.12483
55	1.114259
56	1.03917
57	1.0435
58	1.044412
59	1.037657
60	1.064679
61	1.095534
62	1.086149
63	1.052205
64	1.059156
65	1.060426
66	1.084367
67	1.114222
68	1.099384
69	1.134544
70	1.170157
71	1.175424
72	1.176937
73	1.187237
74	1.171806
75	1.177414
76	1.164309
77	1.205986
78	1.222348
79	1.232139
80	1.258926
81	1.30264
82	1.306209
83	1.292661
84	1.273914
85	1.246559
86	1.223198
87	1.212115
88	1.193417
89	1.167244
90	1.120425
91	1.081719
92	1.061067
93	1.041792
94	1.012843
95	1.057969
96	1.03082
97	0.969119
98	0.92802
99	0.864406
100	0.820705
