normalized_position	All_Reads.normalized_coverage
0	0.653309
1	0.727524
2	0.804991
3	0.87086
4	0.944942
5	1.003888
6	1.060139
7	1.108752
8	1.152856
9	1.180387
10	1.210364
11	1.232474
12	1.243931
13	1.235443
14	1.237916
15	1.225326
16	1.205835
17	1.193548
18	1.19336
19	1.18059
20	1.16199
21	1.143066
22	1.12156
23	1.101654
24	1.093137
25	1.107316
26	1.096304
27	1.088927
28	1.07785
29	1.076342
30	1.059381
31	1.063425
32	1.063745
33	1.066768
34	1.049417
35	1.044852
36	1.041179
37	1.043856
38	1.041718
39	1.035679
40	1.011707
41	0.993407
42	0.978085
43	0.98395
44	0.984212
45	0.976919
46	0.966342
47	0.96063
48	0.958296
49	0.947483
50	0.942206
51	0.936196
52	0.941114
53	0.938557
54	0.938206
55	0.94885
56	0.961961
57	0.959677
58	0.958356
59	0.956433
60	0.950542
61	0.943899
62	0.928315
63	0.927131
64	0.933799
65	0.95172
66	0.960545
67	0.95627
68	0.972946
69	0.98612
70	1.010383
71	1.012644
72	1.003736
73	1.016311
74	1.03046
75	1.038273
76	1.031967
77	1.036315
78	1.058953
79	1.068827
80	1.06141
81	1.044897
82	1.045651
83	1.034652
84	1.014456
85	1.000502
86	0.994464
87	0.98629
88	0.971338
89	0.942196
90	0.915797
91	0.906101
92	0.889673
93	0.850988
94	0.806739
95	0.766925
96	0.726272
97	0.669557
98	0.61735
99	0.554961
100	0.525132
