normalized_position	All_Reads.normalized_coverage
0	0.801575
1	0.841689
2	0.883074
3	0.928385
4	0.974175
5	1.017768
6	1.047202
7	1.065709
8	1.082866
9	1.100968
10	1.122766
11	1.140117
12	1.144807
13	1.137719
14	1.134082
15	1.134663
16	1.129239
17	1.127167
18	1.126828
19	1.123434
20	1.119671
21	1.115036
22	1.120916
23	1.122996
24	1.117858
25	1.106111
26	1.096842
27	1.085464
28	1.07669
29	1.06275
30	1.049158
31	1.044084
32	1.036447
33	1.031867
34	1.027292
35	1.018738
36	1.017177
37	1.012393
38	1.006784
39	1.002665
40	0.996963
41	0.994211
42	0.988088
43	0.983404
44	0.979865
45	0.978926
46	0.978705
47	0.978526
48	0.984891
49	0.985494
50	0.979264
51	0.978921
52	0.973443
53	0.97134
54	0.97226
55	0.973265
56	0.974665
57	0.974613
58	0.969934
59	0.964237
60	0.972749
61	0.987375
62	0.990169
63	0.984491
64	0.964835
65	0.961058
66	0.958664
67	0.952848
68	0.955342
69	0.958281
70	0.961508
71	0.959726
72	0.960137
73	0.962968
74	0.96556
75	0.974576
76	0.981456
77	0.978595
78	0.96929
79	0.952121
80	0.946692
81	0.947852
82	0.945283
83	0.944781
84	0.949293
85	0.963647
86	0.968429
87	0.968594
88	0.97084
89	0.967731
90	0.968668
91	0.962769
92	0.951924
93	0.945616
94	0.933012
95	0.915896
96	0.901905
97	0.881078
98	0.857622
99	0.841445
100	0.837262
