normalized_position	All_Reads.normalized_coverage
0	0.776184
1	0.819939
2	0.860181
3	0.902858
4	0.945477
5	0.978068
6	1.017794
7	1.048826
8	1.075877
9	1.099154
10	1.124518
11	1.133584
12	1.138904
13	1.146019
14	1.146074
15	1.137021
16	1.131964
17	1.136069
18	1.13995
19	1.135356
20	1.136723
21	1.142366
22	1.148506
23	1.140707
24	1.132584
25	1.112963
26	1.096567
27	1.080771
28	1.08279
29	1.072935
30	1.050692
31	1.039104
32	1.031081
33	1.013419
34	0.997487
35	0.994741
36	0.992015
37	0.990546
38	0.987459
39	0.977458
40	0.969519
41	0.965464
42	0.963106
43	0.960438
44	0.949103
45	0.946085
46	0.950294
47	0.950596
48	0.959354
49	0.967684
50	0.969479
51	0.979042
52	0.99022
53	0.998377
54	1.005595
55	1.02042
56	1.017487
57	1.021708
58	1.02634
59	1.01699
60	1.022938
61	1.030302
62	1.029369
63	1.022678
64	0.995031
65	0.979091
66	0.970652
67	0.961521
68	0.961896
69	0.966051
70	0.966509
71	0.959421
72	0.954702
73	0.944114
74	0.945164
75	0.945236
76	0.959378
77	0.963804
78	0.94651
79	0.936168
80	0.936343
81	0.946541
82	0.944835
83	0.947213
84	0.959381
85	0.971484
86	0.973033
87	0.970875
88	0.977206
89	0.971533
90	0.963942
91	0.962657
92	0.952106
93	0.937243
94	0.928518
95	0.917026
96	0.906306
97	0.889628
98	0.869034
99	0.85348
100	0.847428
