normalized_position	All_Reads.normalized_coverage
0	0.822707
1	0.863704
2	0.908493
3	0.948784
4	0.987458
5	1.023349
6	1.0477
7	1.069017
8	1.098746
9	1.118307
10	1.136214
11	1.14805
12	1.149063
13	1.149692
14	1.15406
15	1.154558
16	1.150255
17	1.152535
18	1.15414
19	1.151351
20	1.147899
21	1.139121
22	1.139675
23	1.134507
24	1.127037
25	1.111605
26	1.102203
27	1.096795
28	1.085488
29	1.071012
30	1.061429
31	1.059686
32	1.053245
33	1.04708
34	1.03959
35	1.03127
36	1.02626
37	1.019889
38	1.012943
39	1.007296
40	0.998526
41	0.993203
42	0.990284
43	0.989138
44	0.983755
45	0.98128
46	0.977673
47	0.975549
48	0.977479
49	0.982049
50	0.981431
51	0.978899
52	0.973265
53	0.971723
54	0.968431
55	0.966734
56	0.96497
57	0.964539
58	0.965978
59	0.962434
60	0.965779
61	0.971631
62	0.969917
63	0.966184
64	0.9536
65	0.946861
66	0.946235
67	0.947653
68	0.948588
69	0.946675
70	0.94205
71	0.937963
72	0.937662
73	0.938824
74	0.942166
75	0.945947
76	0.954433
77	0.960254
78	0.95903
79	0.947442
80	0.946901
81	0.947168
82	0.94847
83	0.950042
84	0.950901
85	0.95535
86	0.953909
87	0.95419
88	0.950104
89	0.94351
90	0.939836
91	0.932293
92	0.923368
93	0.91206
94	0.899788
95	0.893299
96	0.888629
97	0.883405
98	0.877128
99	0.86756
100	0.863862
