normalized_position	All_Reads.normalized_coverage
0	0.887752
1	0.92515
2	0.955904
3	0.979818
4	1.017663
5	1.061703
6	1.099205
7	1.107967
8	1.130605
9	1.141614
10	1.149603
11	1.149676
12	1.15709
13	1.158321
14	1.164495
15	1.152881
16	1.158199
17	1.164124
18	1.15116
19	1.131323
20	1.135882
21	1.125776
22	1.127009
23	1.1228
24	1.106666
25	1.070422
26	1.062502
27	1.041077
28	1.038479
29	1.025621
30	1.010558
31	1.011078
32	1.003312
33	0.986106
34	0.987084
35	0.981171
36	0.972544
37	0.963781
38	0.961095
39	0.956662
40	0.937743
41	0.947026
42	0.957839
43	0.965128
44	0.963367
45	0.958319
46	0.970119
47	0.959594
48	0.950642
49	0.938662
50	0.935956
51	0.944304
52	0.960173
53	0.959615
54	0.954794
55	0.956147
56	0.960938
57	0.95084
58	0.959148
59	0.962137
60	0.973058
61	0.981703
62	0.973304
63	0.965231
64	0.963729
65	0.952392
66	0.942366
67	0.940722
68	0.931095
69	0.940261
70	0.958224
71	0.950457
72	0.955008
73	0.948911
74	0.955499
75	0.955155
76	0.958448
77	0.96352
78	0.966105
79	0.968923
80	0.979977
81	0.987013
82	0.982914
83	0.97791
84	0.980439
85	0.993404
86	0.984834
87	0.986125
88	0.999479
89	1.000394
90	0.988521
91	0.990356
92	0.971574
93	0.945395
94	0.940365
95	0.939008
96	0.927147
97	0.914183
98	0.891627
99	0.878485
100	0.870942
