normalized_position	All_Reads.normalized_coverage
0	0.588388
1	0.636243
2	0.676693
3	0.710389
4	0.749793
5	0.795024
6	0.836223
7	0.869531
8	0.899963
9	0.93068
10	0.954158
11	0.974796
12	0.995414
13	1.011658
14	1.03048
15	1.046071
16	1.052497
17	1.053161
18	1.056194
19	1.059494
20	1.06375
21	1.067562
22	1.071506
23	1.073383
24	1.071639
25	1.067922
26	1.067506
27	1.06312
28	1.058613
29	1.050253
30	1.043519
31	1.042382
32	1.043902
33	1.04733
34	1.049465
35	1.053786
36	1.055336
37	1.062507
38	1.067587
39	1.070197
40	1.072755
41	1.075072
42	1.076374
43	1.082795
44	1.087976
45	1.087615
46	1.082905
47	1.080859
48	1.078868
49	1.077282
50	1.077314
51	1.076227
52	1.067734
53	1.057718
54	1.048566
55	1.045728
56	1.04824
57	1.050797
58	1.049103
59	1.047736
60	1.049529
61	1.051297
62	1.054128
63	1.061036
64	1.064002
65	1.066964
66	1.072058
67	1.078878
68	1.087247
69	1.090993
70	1.093634
71	1.098113
72	1.101625
73	1.101278
74	1.097788
75	1.09281
76	1.085356
77	1.074284
78	1.064952
79	1.059407
80	1.051496
81	1.047046
82	1.039656
83	1.031408
84	1.023311
85	1.011567
86	1.002598
87	0.992413
88	0.969843
89	0.946507
90	0.922387
91	0.905865
92	0.883441
93	0.847128
94	0.811008
95	0.781237
96	0.746474
97	0.706161
98	0.661517
99	0.620353
100	0.597485
