normalized_position	All_Reads.normalized_coverage
0	0.62141
1	0.672402
2	0.716117
3	0.760103
4	0.808001
5	0.857262
6	0.897955
7	0.934481
8	0.968798
9	0.998138
10	1.019998
11	1.033149
12	1.040516
13	1.047122
14	1.054522
15	1.063068
16	1.071027
17	1.070175
18	1.072814
19	1.07452
20	1.075695
21	1.07356
22	1.068001
23	1.065718
24	1.058709
25	1.050496
26	1.042605
27	1.034051
28	1.028148
29	1.018958
30	1.009516
31	1.003966
32	1.003206
33	0.997384
34	0.996846
35	1.000854
36	1.002936
37	1.007435
38	1.013938
39	1.026557
40	1.032449
41	1.034636
42	1.038471
43	1.045201
44	1.051487
45	1.055213
46	1.05631
47	1.057927
48	1.059771
49	1.064235
50	1.065812
51	1.068675
52	1.069523
53	1.063741
54	1.060132
55	1.061014
56	1.063061
57	1.066954
58	1.069955
59	1.069517
60	1.07098
61	1.073789
62	1.076884
63	1.084395
64	1.092167
65	1.098844
66	1.101192
67	1.103908
68	1.10518
69	1.103113
70	1.104012
71	1.10579
72	1.101655
73	1.097413
74	1.091298
75	1.082079
76	1.072547
77	1.066386
78	1.061591
79	1.058642
80	1.046393
81	1.037735
82	1.027437
83	1.014879
84	1.008206
85	0.999439
86	0.988082
87	0.974453
88	0.960503
89	0.941845
90	0.920495
91	0.897329
92	0.872809
93	0.843666
94	0.81027
95	0.774017
96	0.733305
97	0.690434
98	0.64692
99	0.60676
100	0.586314
