normalized_position	All_Reads.normalized_coverage
0	0.874542
1	0.918158
2	0.968025
3	1.014178
4	1.056436
5	1.094583
6	1.127486
7	1.144484
8	1.15801
9	1.170024
10	1.183367
11	1.189704
12	1.184693
13	1.174497
14	1.169176
15	1.160183
16	1.159983
17	1.154302
18	1.144112
19	1.137325
20	1.128351
21	1.123589
22	1.121247
23	1.109505
24	1.103213
25	1.077371
26	1.066361
27	1.057165
28	1.050774
29	1.041309
30	1.028354
31	1.027031
32	1.022513
33	1.012969
34	1.005573
35	0.995844
36	0.993396
37	0.986263
38	0.978224
39	0.973645
40	0.969226
41	0.966116
42	0.958547
43	0.952576
44	0.950048
45	0.947551
46	0.948081
47	0.946424
48	0.94791
49	0.950053
50	0.948444
51	0.949418
52	0.950802
53	0.94575
54	0.948481
55	0.950384
56	0.945625
57	0.945764
58	0.947301
59	0.943915
60	0.951468
61	0.963497
62	0.965873
63	0.964046
64	0.949715
65	0.94447
66	0.941212
67	0.935536
68	0.934277
69	0.930767
70	0.927993
71	0.925905
72	0.92747
73	0.929055
74	0.927374
75	0.928552
76	0.936805
77	0.940729
78	0.939361
79	0.930744
80	0.930254
81	0.935879
82	0.945764
83	0.956766
84	0.96561
85	0.978695
86	0.984687
87	0.98384
88	0.988329
89	0.986567
90	0.982132
91	0.981439
92	0.969894
93	0.963136
94	0.955422
95	0.950424
96	0.943019
97	0.927513
98	0.904162
99	0.886731
100	0.881852
