normalized_position	All_Reads.normalized_coverage
0	0.93244
1	0.976812
2	1.019505
3	1.067911
4	1.108412
5	1.142293
6	1.159707
7	1.172917
8	1.188563
9	1.209154
10	1.220259
11	1.21728
12	1.212142
13	1.202961
14	1.197372
15	1.184705
16	1.176764
17	1.169466
18	1.169026
19	1.156074
20	1.145501
21	1.136624
22	1.137955
23	1.128076
24	1.112388
25	1.092815
26	1.08199
27	1.082055
28	1.077304
29	1.068781
30	1.055976
31	1.046099
32	1.033644
33	1.02756
34	1.023372
35	1.021338
36	1.017146
37	0.997353
38	0.989559
39	0.997837
40	1.00119
41	1.001539
42	0.997315
43	0.993243
44	0.979936
45	0.97126
46	0.969988
47	0.961988
48	0.95403
49	0.946415
50	0.934471
51	0.926895
52	0.922534
53	0.917221
54	0.910058
55	0.918681
56	0.918419
57	0.913155
58	0.913571
59	0.910589
60	0.9236
61	0.943532
62	0.943174
63	0.93745
64	0.917634
65	0.907235
66	0.911214
67	0.899099
68	0.900417
69	0.896504
70	0.893609
71	0.890101
72	0.886624
73	0.893939
74	0.898696
75	0.903881
76	0.916511
77	0.924089
78	0.929314
79	0.921583
80	0.923274
81	0.927439
82	0.928806
83	0.93564
84	0.932474
85	0.940643
86	0.940905
87	0.941769
88	0.945744
89	0.947375
90	0.953988
91	0.965602
92	0.967398
93	0.961466
94	0.946585
95	0.936667
96	0.923845
97	0.908674
98	0.890876
99	0.871183
100	0.863787
