normalized_position	All_Reads.normalized_coverage
0	0.998134
1	1.029993
2	1.063235
3	1.098801
4	1.119479
5	1.115298
6	1.129229
7	1.128725
8	1.139186
9	1.191443
10	1.14152
11	1.094971
12	1.075218
13	1.057387
14	1.040469
15	1.052234
16	1.082676
17	1.090589
18	1.09154
19	1.096518
20	1.091269
21	1.077579
22	1.059501
23	1.045775
24	1.068323
25	1.049505
26	1.019744
27	1.004187
28	0.98758
29	0.981242
30	0.952844
31	0.976931
32	0.983845
33	0.970632
34	0.934662
35	0.951312
36	0.924725
37	0.920293
38	0.920057
39	0.938068
40	0.946098
41	0.961205
42	0.986272
43	0.991666
44	0.966781
45	0.985034
46	0.980587
47	0.941306
48	0.915937
49	0.917416
50	0.919374
51	0.922341
52	0.926195
53	0.926902
54	0.940553
55	0.93851
56	0.915036
57	0.919947
58	0.903847
59	0.901086
60	0.886533
61	0.891008
62	0.901299
63	0.928664
64	0.928121
65	0.93294
66	0.932862
67	0.927242
68	0.959408
69	0.955258
70	0.961531
71	0.964213
72	0.975866
73	1.004824
74	1.003993
75	1.0453
76	1.059192
77	1.026608
78	1.018293
79	1.023875
80	1.013093
81	1.013544
82	1.00617
83	0.982247
84	0.969887
85	0.95097
86	0.977534
87	0.974069
88	0.966258
89	0.981158
90	1.030206
91	1.04357
92	1.041223
93	1.036531
94	1.0199
95	1.003585
96	1.012237
97	1.030122
98	1.058067
99	1.045825
100	1.039359
