normalized_position	All_Reads.normalized_coverage
0	0.969392
1	1.010688
2	1.05363
3	1.095783
4	1.133452
5	1.161231
6	1.179718
7	1.194471
8	1.20697
9	1.2236
10	1.238407
11	1.244233
12	1.232974
13	1.211903
14	1.204269
15	1.19184
16	1.18516
17	1.178964
18	1.170162
19	1.159054
20	1.147048
21	1.131672
22	1.123278
23	1.110195
24	1.091724
25	1.070672
26	1.057193
27	1.045992
28	1.037531
29	1.024578
30	1.015159
31	1.014282
32	1.011138
33	1.01057
34	1.003127
35	0.995348
36	0.989438
37	0.982227
38	0.978466
39	0.976347
40	0.972635
41	0.965323
42	0.960917
43	0.954611
44	0.951149
45	0.944971
46	0.938194
47	0.934707
48	0.932162
49	0.93408
50	0.92952
51	0.924483
52	0.922399
53	0.923589
54	0.924916
55	0.929712
56	0.930343
57	0.929281
58	0.928047
59	0.924943
60	0.933304
61	0.943936
62	0.939934
63	0.928867
64	0.902377
65	0.896194
66	0.896343
67	0.892611
68	0.887327
69	0.887324
70	0.890901
71	0.893772
72	0.890262
73	0.892437
74	0.893298
75	0.900243
76	0.907813
77	0.912953
78	0.91865
79	0.914076
80	0.916439
81	0.921005
82	0.926745
83	0.929576
84	0.935782
85	0.950324
86	0.949769
87	0.949795
88	0.951395
89	0.955517
90	0.96433
91	0.971657
92	0.974763
93	0.976496
94	0.975195
95	0.979048
96	0.980756
97	0.968915
98	0.957138
99	0.946149
100	0.942937
