normalized_position	All_Reads.normalized_coverage
0	0.834469
1	0.879391
2	0.920182
3	0.952739
4	0.979842
5	1.00919
6	1.028105
7	1.044816
8	1.063552
9	1.0827
10	1.099693
11	1.104723
12	1.107261
13	1.104801
14	1.105363
15	1.100384
16	1.099166
17	1.101163
18	1.105217
19	1.106479
20	1.100193
21	1.099522
22	1.10589
23	1.106774
24	1.102951
25	1.090104
26	1.078984
27	1.077816
28	1.068733
29	1.056583
30	1.048863
31	1.046887
32	1.035649
33	1.025169
34	1.013662
35	1.003567
36	1.001916
37	0.998629
38	0.995478
39	0.990189
40	0.992771
41	1.00041
42	0.990954
43	0.984497
44	0.988529
45	0.990422
46	1.001197
47	1.00487
48	1.006952
49	1.005321
50	0.999896
51	1.000571
52	1.004509
53	0.995646
54	0.998488
55	1.000015
56	0.999554
57	1.001693
58	1.000543
59	1.008604
60	1.018568
61	1.033467
62	1.026102
63	1.014619
64	0.9957
65	0.977491
66	0.973879
67	0.971558
68	0.970722
69	0.969292
70	0.971604
71	0.970039
72	0.972574
73	0.971172
74	0.963281
75	0.958345
76	0.960882
77	0.957024
78	0.958354
79	0.959166
80	0.949626
81	0.948475
82	0.954235
83	0.956035
84	0.957555
85	0.96746
86	0.965942
87	0.966585
88	0.960947
89	0.951299
90	0.941986
91	0.936318
92	0.928068
93	0.91491
94	0.907806
95	0.899107
96	0.885777
97	0.870961
98	0.858295
99	0.848819
100	0.840626
