normalized_position	All_Reads.normalized_coverage
0	0.58783
1	0.638632
2	0.683098
3	0.728909
4	0.780606
5	0.834956
6	0.882571
7	0.919896
8	0.95126
9	0.980127
10	1.003723
11	1.017002
12	1.029599
13	1.043713
14	1.057467
15	1.063602
16	1.067126
17	1.070762
18	1.074089
19	1.081987
20	1.082294
21	1.081405
22	1.07882
23	1.077108
24	1.063674
25	1.05329
26	1.055509
27	1.057173
28	1.05655
29	1.05433
30	1.043124
31	1.036612
32	1.026211
33	1.016103
34	1.014868
35	1.018916
36	1.019423
37	1.025075
38	1.026582
39	1.034771
40	1.031839
41	1.036386
42	1.037946
43	1.04498
44	1.045953
45	1.04223
46	1.040532
47	1.045825
48	1.046521
49	1.055134
50	1.060596
51	1.051065
52	1.05057
53	1.048322
54	1.046488
55	1.046539
56	1.046147
57	1.051826
58	1.053916
59	1.052492
60	1.050493
61	1.055575
62	1.059943
63	1.065229
64	1.067407
65	1.068982
66	1.074363
67	1.078731
68	1.091284
69	1.099252
70	1.10144
71	1.105477
72	1.108059
73	1.106859
74	1.102061
75	1.094037
76	1.088026
77	1.082705
78	1.078258
79	1.075878
80	1.072781
81	1.071477
82	1.062872
83	1.053082
84	1.034456
85	1.02261
86	1.003622
87	0.98316
88	0.966926
89	0.944712
90	0.927414
91	0.909818
92	0.887618
93	0.851012
94	0.810319
95	0.771268
96	0.732014
97	0.690963
98	0.641967
99	0.601315
100	0.583616
